countycode,state,amount_1990s,amount_2000s,amount_2010s
18029,IN,1113140.51,102609.8,507540.83999999997
18031,IN,87823.86,471357.02999999997,14402.76
18033,IN,9433.76,1320381.9600000002,0
18035,IN,445747.44,736217.0100000001,1215326.47
18037,IN,0,0,233128.93999999997
18039,IN,294083.13,475198.42,2585993.16
18041,IN,36392.79,22541.649999999998,72272.01
18043,IN,923821.77,1375196.8199999998,1055429.3599999999
18045,IN,0,4583.52,21406.89
18047,IN,228693.31,212991.8,139396.61
18049,IN,296488.21,1292455.2799999998,271118.5
18051,IN,8331.31,172597.74000000002,282859.07
18053,IN,767924.1900000001,218618.50999999998,710140.0800000001
18055,IN,24486.45,80584.28,10130.6
18057,IN,614809.2,1510217.45,1608789.1
18059,IN,117172.36,434953.89999999997,443110.23000000004
18061,IN,929665.1799999999,506126.92,1830134.62
18063,IN,6377.77,177279.34,466570.03
18065,IN,22143,8962.67,50301.34
18067,IN,1516192.7300000002,1952584.9000000001,5559784.07
18069,IN,287210.82999999996,118295.87,668989.06
18071,IN,6348.16,708745.24,287587.39
18073,IN,21893.309999999998,749031.87,784544.1
18075,IN,0,16212.170000000002,502851.23000000004
18077,IN,1457545.18,176690.97,1785048.3800000001
18079,IN,16475.13,33868.799999999996,21136.02
18081,IN,211170.93,11350461.709999999,893455.52
18083,IN,178348.11,414122.91000000003,239334.47999999998
18085,IN,246686.15,2875230.55,776666.83
18087,IN,24586.899999999998,102796.76,488454.69
18089,IN,4584106.569999999,41882683.53,1277187.07
18091,IN,344505.58,244070.73,93001
18093,IN,203166.05,522923.24,102737.51
18095,IN,898333.55,799253.67,1080912.57
18097,IN,2371668.73,8074705.92,5431650.47
18099,IN,130911.35999999999,353244.73,714388.1799999999
18101,IN,352.79,131952.06,3648.5
18103,IN,19977.92,5801.66,162448.83
18105,IN,54467.89,187251.68,893364.24
18107,IN,31226.96,29933.57,309433.08999999997
18109,IN,268397.08,7512100.2700000005,743790.94
18111,IN,0,102141.51000000001,168761.12999999998
18113,IN,267777.14,965665.57,1332228.83
18115,IN,90998.36,0,17124.91
18117,IN,188815.73,932327.4,143999.58
18119,IN,138359.22,3020752.3800000004,26399.13
18121,IN,4926.51,79407.18000000001,124931.56000000001
18123,IN,43840.9,10429.35,165144.00999999998
18125,IN,12500,44000,0
18127,IN,558415.6,919231.6799999999,500232.79000000004
18129,IN,331323.73,320867.17000000004,1530508.3599999999
18131,IN,117148.62,1935338.61,569731.78
18133,IN,32981.26,243152.58000000002,226526.75
18135,IN,6485.18,5920.04,36808.25
18137,IN,27991.25,35092.35,21696.260000000002
18139,IN,70627.56,4136.32,26437.15
18141,IN,155930.75999999998,115185.49,875180.09
18143,IN,9634.6,31825,0
18145,IN,395240.23,876980.11,1216571.78
18147,IN,161294.21000000002,28426.07,15158.369999999999
18149,IN,47059.65,33858.479999999996,276270.70999999996
18151,IN,75702.41,52593.17,8805.779999999999
18153,IN,0,0,42214.64
18155,IN,932813.11,15055.25,246160.24
18157,IN,102557.92000000001,1810563.31,1377041.22
18159,IN,83911.76000000001,286791.09,1219447.4200000002
18161,IN,0,27064.62,23455.01
18163,IN,1690205.1900000002,1622282.3399999999,2637213.3499999996
18165,IN,25391.64,282922.43,16100
18167,IN,488707.36,15555553.01,935984.97
18169,IN,38497.47,69776.98999999999,346797.74
18171,IN,0,13499.689999999999,0
18173,IN,56418.63,350200.33,174272.55
18175,IN,295774.27,1648217.96,802788.47
18177,IN,75525.01999999999,198294.88,119956.83
18179,IN,28939.04,492579.81,231892.69999999998
18181,IN,366651.77999999997,3608487.0399999996,982108.78
18183,IN,1520,66217.01,5427.54
19003,IA,0,212516.66,0
19005,IA,0,7892.25,80378.43
19007,IA,0,102048.42000000001,0
19009,IA,29923.9,97003.56,0
19011,IA,35389.81,1281370.82,807100.87
19013,IA,3244098.46,18000657.2,5846779.65
19015,IA,0,193984.68,216037.95
19017,IA,1374379.3599999999,12539704.13,671504.22
19019,IA,2119414.11,788716.02,458986.03
19023,IA,281473.27,4689637.750000001,2485323.75
19027,IA,315328.71,41511.55,3405.45
19029,IA,170542.83,156988.46,5041.780000000001
19031,IA,28877.07,487712.28,448343.47000000003
19033,IA,68750.28,3108439.63,77604.14
19035,IA,66871.61,10403.529999999999,856038.18
19037,IA,7917.17,241648.86000000002,100165.13
19041,IA,8905.4,9892.92,15516.27
19043,IA,592333.8,1990865.7100000002,659826.57
19045,IA,130653.03,593290.81,505403.89999999997
19047,IA,2170603.68,123245.88,811.98
19049,IA,77030.20999999999,122167.92,162572.22
19053,IA,14557.99,553.21,8666.88
19055,IA,238507.74000000002,1514070,2274525.39
19057,IA,147689.4,5354846.74,3226431.69
19059,IA,0,0,55300.439999999995
19061,IA,286056.46,566486.3200000001,1098695.76
19063,IA,0,12639.52,38196.049999999996
19065,IA,234983.17,62792.99,416709.13999999996
19067,IA,388988.06999999995,3454631.3800000004,535519.28
19069,IA,0,0,41005.579999999994
19071,IA,461811.00000000006,91588.11,8774946.59
19073,IA,500,0,5504.64
19075,IA,1427.42,3332.7799999999997,26135.89
19077,IA,22028.11,1777.77,125920.90000000001
19079,IA,1029.79,78900.71,108499.86
19083,IA,255.11,39066.01,149311.75
19085,IA,503621.95999999996,1856240.55,1030367.97
19087,IA,0,0,0
19089,IA,0,0,19640.66
19091,IA,0,181125.88,45366.84
19093,IA,0,15911.54,19754.980000000003
19095,IA,5432.83,35989.270000000004,221874.38
19097,IA,36819.93,87027.37,248552.12
19099,IA,0,47966.130000000005,633196.13
19103,IA,3799807.65,27510329.359999996,565031.81
19105,IA,45762.25,1950701.43,2121975.5500000003
19107,IA,16717.75,14994.470000000001,0
19109,IA,0,0,21558
19111,IA,1167810.68,2147340.25,526508.5299999999
19113,IA,1113466.06,64324666.31000001,3843345.2300000004
19115,IA,473388.99,3661475.1100000003,443740.27
19117,IA,11775.970000000001,6863.6900000000005,0
19119,IA,72339.68,18174.2,1156890.85
19121,IA,11026.49,0,87882.47
19123,IA,0,106674.04,27754.519999999997
19125,IA,44585.85,335856.34,106026.86
19127,IA,16428.079999999998,14412.48,140425.28
19129,IA,273914.95,37143.56,5915323.7700000005
19131,IA,0,255245.47,38112.3
19133,IA,4249.71,111184.8,441187.52
19137,IA,10024.3,170221.24,39552.44
19139,IA,906406.48,3341393.0100000002,1175058.19
19141,IA,0,0,22533.65
19145,IA,0,5682.3,1150.82
19147,IA,0,0,7833.67
19149,IA,1404.93,0,230042.4
19153,IA,11428019.48,8020415.4799999995,15699170.399999999
19155,IA,1273929.4300000002,333665.36,8336081.57
19161,IA,0,0,0
19163,IA,10234220.61,10658471.66,10870388.79
19165,IA,256564.4,0,0
19167,IA,0,0,167670.41
19169,IA,2869403.0100000002,1766994.8,8359433.210000001
19171,IA,370478.78,625864.6599999999,435036.16000000003
19173,IA,4870,13049.13,14010.54
19175,IA,10500,104117.87,11923.77
19177,IA,148079.57,376442.33999999997,16321.86
19179,IA,29490.87,1554897.59,822130.3799999999
19181,IA,0,81317.5,152008.69999999998
19183,IA,0,21858.02,166848.01
19187,IA,171689.56,302794.64,2169579.86
19189,IA,0,0,0
19191,IA,0,0,353090.51
19193,IA,854009.15,22211.32,304965.80000000005
19195,IA,0,2959.38,4388.01
19197,IA,0,0,0
20001,KS,50169.659999999996,2668631.89,306600.73
20003,KS,0,220553.84,0
20005,KS,0,16000,15391.41
20007,KS,1219.16,0,0
20009,KS,17005.260000000002,98997.23000000001,68906.86
20011,KS,1638476.32,86036.79999999999,16824.809999999998
20015,KS,4860643.819999999,2319366.42,1396498.1
20017,KS,243304.42,683.73,0
20021,KS,425562.23,239245.32999999996,885664.14
20027,KS,0,0,10745.65
20031,KS,0,0,134622.11
20035,KS,1371878.14,139477.7,354781.72
20037,KS,1188781.08,137566.78999999998,234944.65
20041,KS,105879.18000000001,29648.61,21272.86
20043,KS,551619.9,0,174812.61000000002
20045,KS,663403.72,29411.47,689781.9
20047,KS,1108.04,0,0
20049,KS,0,25000,0
20051,KS,16017.8,45568.520000000004,29685.05
20053,KS,54533.880000000005,0,0
20055,KS,0,0,24129.69
20057,KS,92589.40999999999,2008.9,41967.04
20059,KS,1019.22,187125.85,388309.95999999996
20061,KS,203287.61,6381.9,32575.95
20073,KS,5495.66,0,0
20077,KS,0,0,0
20079,KS,2002171.42,281693.36,361336.6
20085,KS,0,103608.83,0
20087,KS,60103.96,540468.8500000001,40000
20089,KS,11855.830000000002,0,0
20091,KS,4990071.8100000005,337171.93,4120281.92
20093,KS,0,0,0
20095,KS,0,5956.18,986609.08
20099,KS,145833.65,360678.07,44170.96
20103,KS,269404.35,1606759.08,756979.2
20105,KS,0,0,1275.89
20111,KS,699796.9900000001,133915.13,31929.879999999997
20113,KS,33070.5,11477.02,54936.2
20115,KS,14811.83,2705.15,105103.37
20117,KS,170257.28999999998,0,10657.09
20121,KS,20703.46,592517.87,488450.30999999994
20123,KS,4237.29,49859.16,47483.02
20125,KS,765905.9400000001,3921670.02,553952.24
20131,KS,0,0,0
20133,KS,20391.58,1124997.03,425343
20135,KS,0,0,0
20139,KS,0,126241.1,5101.48
20141,KS,167600,0,0
20143,KS,142760.3,0,6788.51
20145,KS,5558.530000000001,1201.57,0
20149,KS,206597.07,39435.93,117869.05
20151,KS,0,0,0
20155,KS,37430.81,416486.42,522897.86
20157,KS,0,86633.15,40706.28
20159,KS,0,226430.26,68805.16
20161,KS,1832367.97,362267.7,6768198.67
20165,KS,8434,0,7611.91
20169,KS,427017.2,4048675.43,52789.96
20173,KS,5652890.7700000005,4278414.37,1619284.49
20175,KS,9868.9,20700.879999999997,64393.13
20177,KS,184690.65,2560766.88,464483.31
20191,KS,1166452.4100000001,496782.42,1509877.29
20193,KS,0,0,0
20197,KS,20146.120000000003,5831.11,7229.07
20201,KS,0,0,0
20205,KS,10315,682069.79,509644.30999999994
20209,KS,6564538.180000001,2056101.57,260793.32999999996
21001,KY,0,0,37185.79
21003,KY,0,95000,439917.08
21005,KY,94467.13,240518.39,199931.88999999998
21007,KY,29159.440000000002,7200.57,421723.01
21009,KY,1025.35,0,1536.06
21011,KY,117206.51000000001,240883.6,1001490.0900000001
21013,KY,1926979.47,464345.63999999996,3257890.27
21015,KY,234218.47,33902.36,58666.9
21017,KY,1907265.42,541913.28,3540212.27
21019,KY,1100745.6400000001,2954706.89,1881946.1
21021,KY,5458.64,0,70696.51
21023,KY,1782311.99,33802.69,83237.4
21025,KY,34957.09,1151843.02,9124.64
21027,KY,44321.75,38960.70999999999,239182.36
21029,KY,3409851.8800000004,95448.77,596012.7000000001
21031,KY,126798.12000000001,0,59602.79
21033,KY,34645.42,124023.84,59938.8
21035,KY,17128.52,1686.72,492660.54000000004
21037,KY,2838743.34,326784.07,1445484.2
21039,KY,2507.02,0,0
21041,KY,435113.5,2220.88,172475.7
21043,KY,1203373.75,2901960.75,4782079.2
21045,KY,0,0,1873577.6600000001
21047,KY,6730696.580000001,7393032.86,528881.49
21049,KY,137950.2,767755.85,1163998.8599999999
21051,KY,66135.69,23909.239999999998,44006.17
21055,KY,0,2900,311561.07999999996
21057,KY,0,0,109090.76
21059,KY,1120055.4000000001,130405.9,1016526.54
21063,KY,0,10003.65,0
21065,KY,35499.8,39500.33,34782.28
21067,KY,978996.09,1705774.58,960180.7799999999
21069,KY,121561.67,218270.55000000002,597720.86
21071,KY,1792371.37,10376557.75,2700447.71
21073,KY,4987247.5600000005,546952.9099999999,6120789.579999999
21075,KY,0,266850.42000000004,33910.71
21077,KY,41473.29,23026.39,121295.44
21079,KY,5980.94,0,186738.35
21083,KY,25741.18,792250.0800000001,81426.12999999999
21085,KY,0,0,0
21089,KY,1714677.32,1994606.94,3770669.43
21091,KY,26668.45,0,3783.59
21093,KY,1920142.6500000001,517313.64,3313329.36
21095,KY,305377.25,1281552.28,203321.81
21097,KY,2809407.4699999997,20933.780000000002,370323.7
21099,KY,0,0,183713.32
21101,KY,556194.1900000001,2648138.55,1284077.25
21103,KY,246517.13,47033.630000000005,84006.84
21107,KY,13501.53,128585.57,273846.16
21109,KY,21268.21,69667.17,26419.18
21111,KY,32713585.91,12585590.91,37058555.58
21113,KY,96692.67000000001,267696.66,1584716.8499999999
21115,KY,30643.489999999998,890459.5700000001,2302483
21117,KY,1435220.27,22213.97,424671.81
21119,KY,55367.6,288968.01,59524.67999999999
21121,KY,171818.05,82870.95,60414.58
21123,KY,35529.41,0,141673.28999999998
21125,KY,0,4863.29,28637.89
21127,KY,4570.33,216843.38,221388.83000000002
21129,KY,0,38927.81,0
21131,KY,40797.15,82838.4,30934.92
21133,KY,6078.91,1359.26,1328.82
21135,KY,139556.73,438234.47,1384860.4800000002
21137,KY,76841.25,1351.56,223592.03
21139,KY,0,630.71,380893.95
21141,KY,13779.65,1116.86,268293.13
21145,KY,355104.49,55308.420000000006,5158317.2700000005
21149,KY,498407.41,1579.85,256412.06
21151,KY,154332.47,68085.23000000001,1448352.02
21153,KY,37679.45,1443607.76,281270.73000000004
21155,KY,0,3768.41,128357.03
21157,KY,84678.43,41747.82,902709.75
21159,KY,64273.56,1854562.71,393252.70999999996
21161,KY,9850.11,47156.56,112863.87
21163,KY,161330.46,7642.44,34623.04
21165,KY,0,0,58705.73
21167,KY,863390.88,266019.14,1723917.75
21169,KY,17370.42,0,0
21171,KY,0,0,0
21173,KY,96301.97,705712.12,928176.5700000001
21175,KY,117874.5,83887.6,70406.45999999999
21177,KY,507,0,142751.55
21179,KY,733987.7200000001,0,1087178.5799999998
21181,KY,225099.25,25026.13,49935.89
21183,KY,12000,11109.06,22068.66
21185,KY,8147465.28,549505.48,9980701.1
21187,KY,517020.52,26838.170000000002,105382.70999999999
21189,KY,0,0,0
21191,KY,4744543.09,33199.23,10413.98
21193,KY,373529.28,532738.26,419244.11999999994
21195,KY,1677288.5,9872729.479999999,7991976.699999999
21197,KY,23186.149999999998,448776.34,324027.59
21199,KY,10903.54,85263.95,298233.63
21201,KY,14190,0,864.31
21203,KY,0,0,204738.71
21205,KY,11302.580000000002,630158.67,4378854.100000001
21207,KY,0,0,103711.99999999999
21209,KY,331180.37,246962.97,1139702.46
21211,KY,71924.04000000001,52678.35,63967.06
21213,KY,0,0,407871.6
21215,KY,104090.91,150286.69,339207.25
21217,KY,0,2418.19,133661.75
21219,KY,0,0,91632.27
21221,KY,0,0,0
21223,KY,187452.03,404.26,125603.84
21225,KY,36914.98,18259.84,302885.76
21227,KY,223944.82,18776.17,653027.21
21229,KY,140218.1,68288.24,299816.42000000004
21233,KY,6230.32,0,87541.48000000001
21235,KY,125945.45,0,0
21239,KY,1615631.46,528545.83,3971602.94
22001,LA,255183.96,1122243.07,28917681.660000004
22003,LA,938831.39,984808.18,1597213.23
22005,LA,4312747.62,8455344.14,320360218.81
22007,LA,1318999.5,1580942.17,785644.61
22009,LA,1917810.4000000001,2220204.23,5740010.68
22011,LA,995926.43,1937519.69,3499163.7199999997
22013,LA,81044.28,120054.87,203955.81
22015,LA,6046993.63,2233332.96,16592961.749999998
22017,LA,12288207.17,13123555.06,12538017.11
22019,LA,1813461.15,111000776.95,36705838.379999995
22021,LA,2714042.5,575592.63,1805014.69
22023,LA,1414327.11,168065011.71,492816.45
22025,LA,5696013.609999999,1651776.71,5033714.66
22027,LA,161782.39,40007.89,1634467.6800000002
22029,LA,2609586.79,1768966.93,3941824.84
22031,LA,396604.61,80957,306738.55000000005
22033,LA,31643408.64,42212733.839999996,1081556255
22035,LA,117579.29,506387.81,1488642.3900000001
22037,LA,207456.9,536204.21,2084319.85
22039,LA,142999.11,323337.79,5055525.19
22041,LA,795362.37,3292735.94,284977.69
22043,LA,1286405.53,640454.78,2117627.62
22045,LA,586134.4,58353308.11,19655703.84
22047,LA,566909.1,2491637.05,6205247.67
22049,LA,21135.62,13333.99,10937.31
22051,LA,336325422.48,2848293520.5799994,45187405
22053,LA,99116.5,436841.35,4453663.06
22055,LA,10002801.72,10228510.91,214735253.78
22057,LA,5434715.850000001,38161011.28,3632162.2800000003
22059,LA,537722.42,340432.41,1033515.8099999999
22061,LA,134340.36,14772.94,194184.77
22063,LA,15871736.42,24186002.96,763453489.2499999
22065,LA,338352.16,301087.99,1774378.09
22067,LA,637396.78,725238.1799999999,5019466
22069,LA,1780279.45,649607.8,6631061.29
22071,LA,222886835.86,6868269897.9800005,74677034.99
22073,LA,21320988.830000002,11151107.299999999,109034800.83999999
22075,LA,3430937.08,260234875.26999998,96097938.34
22077,LA,4976798.42,6309373.649999999,10549658.370000001
22079,LA,8389997.120000001,22052869.63,16710640.85
22081,LA,90704.67,0,291094.24
22083,LA,1260240.8900000001,3773812.65,4321718.41
22085,LA,0,113714.23999999999,521689.45999999996
22087,LA,8787582.06,2204371646.52,3819119.4400000004
22089,LA,56797244.14,25005317.9,4546021.67
22091,LA,67667.23,226400.69,2008991.6
22093,LA,346618.97,472310.79,5024864.47
22095,LA,1695982.91,6505629.2700000005,257080618.71
22097,LA,346698.74,2856666.67,16972733.37
22099,LA,1195096.83,3486259.6599999997,19374568.47
22101,LA,2388570.84,24400525.46,3960247.1199999996
22103,LA,73123470.85,1451402027.11,140866905.02
22105,LA,1097025.49,8114493.1,110148013.4
22107,LA,517707.86,706026.19,1591278.9600000002
22109,LA,33089206.86,255768656.38,6461295.890000001
22111,LA,1272419.3,838586.8,6841234.56
22113,LA,2189219.83,123938094.14,56285966.94000001
22115,LA,613618.93,1500620.58,6703602.64
22117,LA,607270.86,1698571.1500000001,11972818.28
22119,LA,916587.43,1718163.92,4610601.890000001
22121,LA,125947.15,820658.89,1906246.74
22123,LA,166330.02000000002,309792.82,1214962.68
22125,LA,729139.58,506402.5,2291811.59
22127,LA,1059863.94,101553.34,1094018.54
23001,ME,112255.47,53035.73,25642.16
23003,ME,1382727.82,2205998.06,659291.34
23005,ME,1539730.27,1245634.2000000002,211388.34
23007,ME,18772.04,18224.06,635355.6
23009,ME,75944.51000000001,50150.32,11485.16
23011,ME,91729.76000000001,105138.54000000001,250670.21
23013,ME,33033.21,165420.37,18491.989999999998
23015,ME,204879.01,50526.79,553283.87
23017,ME,493909.68,309925.15,103178.52
23019,ME,78950.39,418623.12,138259.39
23021,ME,3623.57,23199.78,38190.020000000004
23023,ME,25822.95,81977.17,452320.33
23025,ME,7875.02,16577.77,2423.27
23027,ME,159557.08,268427.99,294593.18
23029,ME,0,2324.59,18691.88
23031,ME,5725989.390000001,8415765.34,3582087.76
24001,MD,2557827.22,329769.57999999996,243182.86
24003,MD,994996.3099999999,44080432.36,2823428.37
24005,MD,1825855.9200000002,52394105.269999996,6772569.84
24009,MD,623761.57,7625978.04,146705.36
24011,MD,29487.350000000002,436393.69,794265.6400000001
24013,MD,414400.48,191736.68,364116.44
24015,MD,2023455.65,6917645.6,2205322.53
24017,MD,340231.89,4345786.48,1277514.6500000001
24019,MD,381378.33999999997,16018625.4,466630.56
24021,MD,1024560.5000000001,110432.92000000001,581022.59
24023,MD,626710.79,77000.03,145973.89
24025,MD,214756.27,2205775.57,828573.89
24027,MD,92457.02,274796.36,15125352.58
24029,MD,133561.06,7412185.36,426811.02
24031,MD,644552.13,616920.3099999999,1318694.55
24033,MD,255766.53,2217543.86,2442043.75
24035,MD,707818.19,12452744.59,852722.94
24037,MD,369529.93,8989864.889999999,917169.22
24039,MD,539946.28,1389864.05,10815440.270000001
24041,MD,434223.92,10355934.570000002,1152218.02
24043,MD,2326163.01,240410.30000000002,228874.38
24045,MD,98813.51,599801.05,4709261.2
24047,MD,7356561.83,655477.8099999999,8572201.51
24510,MD,2050929.7,12015413.96,6891564.24
25001,MA,22711833.810000002,1908371.54,11862118.43
25003,MA,53206.8,1153989.79,1506248.66
25005,MA,6667494.24,1041802.0499999999,3411751.6100000003
25007,MA,1451229.74,0,182573.47
25009,MA,21523770.650000002,33373813.91,24879271.95
25011,MA,74624,2273358.92,1388139.47
25013,MA,125031.17,1005404.26,1060612.93
25015,MA,123329.51999999999,362184.29,744846.4800000001
25017,MA,5137712.23,12303919.51,12163171.53
25019,MA,9383938.57,1782423.1199999999,6067031.98
25021,MA,5634093.05,2051860.95,14154800.27
25023,MA,79048443.74000001,10512335.73,49092553.650000006
25025,MA,11906535.47,3337083.1799999997,4989295.22
25027,MA,296268.72,6032415.79,1969781.4100000001
26001,MI,6296.63,0,13927.25
26003,MI,36012,0,0
26005,MI,109019.23,148220.16,120871.16
26007,MI,13390.01,0,932.89
26009,MI,0,0,0
26011,MI,42330.93,48842.81,380174.7
26013,MI,0,7222.18,0
26015,MI,49177.08,1007046.36,1108039.98
26017,MI,132851.77,9726.29,740876.46
26019,MI,0,0,34713.79
26021,MI,900013.34,258533.88,1965656.75
26023,MI,0,149269.76,440094.07000000007
26025,MI,5694.53,79352.45,105362.02
26027,MI,0,0,60129.909999999996
26029,MI,0,0,47070.17
26031,MI,0,0,759.51
26033,MI,0,0,122642.88
26035,MI,0,0,24021.370000000003
26037,MI,0,137491.75,249265.42
26041,MI,2670.6800000000003,20183.19,8303.96
26043,MI,8471.32,4243.28,0
26045,MI,1460,200834.30000000002,282167.73
26047,MI,0,0,13550.42
26049,MI,50873.560000000005,487071.86,1494822.06
26051,MI,0,141935.24,223598.41999999998
26053,MI,10000,13200.5,15142.21
26055,MI,7833.040000000001,9255.54,195424.33000000002
26057,MI,1978.7,835.12,2145.53
26059,MI,130000,32624.99,108872.9
26061,MI,0,0,117086.42000000001
26063,MI,2333.08,9061.79,48608.09
26065,MI,19260.13,320320.19,1531962.95
26067,MI,0,26251.27,200088.46
26069,MI,20024.35,0,170782.32
26071,MI,0,0,0
26073,MI,0,1449.53,520344.61
26075,MI,13640.04,43270.34,94172.70999999999
26077,MI,7885.290000000001,847543.05,3636000.52
26081,MI,918756.4700000001,2015593.3699999999,6157244.36
26085,MI,4060.3399999999997,103538.52,402042.35
26087,MI,10139.29,154683.31,6785.65
26089,MI,0,0,83440.23000000001
26091,MI,30512.47,46254.21,194944.76
26093,MI,116768.77,592776.36,151135.15999999997
26095,MI,0,5510.94,0
26097,MI,0,0,6640.64
26099,MI,188115.78,2048820.03,3469150.23
26101,MI,18954.35,77116.25,34902.21
26103,MI,4265,32718.260000000002,153667.52
26105,MI,13500,11734.73,112542.39
26107,MI,122273.62999999999,118816.95,1090159.12
26109,MI,2446.55,0,8751.42
26111,MI,29342.93,595587.92,6141133.460000001
26115,MI,1223983,400132.85000000003,3336953.7399999998
26117,MI,0,6799.23,14491.59
26121,MI,1060,33661.17,92329.56000000001
26123,MI,0,26387.27,2217627.29
26125,MI,1458307.68,695438.59,555352.8200000001
26127,MI,991.92,0,859.77
26131,MI,0,0,0
26133,MI,10708.939999999999,10717.42,1102388.5699999998
26139,MI,153174.52000000002,996222.86,905173.95
26141,MI,0,0,0
26143,MI,0,0,16141.66
26145,MI,274090.99,158727.32,2173865.25
26147,MI,114619.26,927891.91,509103.02999999997
26149,MI,0,236545.16,925032.54
26151,MI,0,2575.56,0
26153,MI,0,8009.15,0
26155,MI,2652.18,44110.48,6706.19
26157,MI,254252.79,70969.68000000001,10065.06
26159,MI,10392.71,16318.86,92386.79
26161,MI,50421.09,366725.18000000005,419603.91
26163,MI,422470.54,1005456.88,5753632.1899999995
26165,MI,0,8213.71,11884.45
27001,MN,12255.62,60826.53,661319.97
27003,MN,46691.33,33241.78,194374.86
27005,MN,1033472.5700000001,81830.42,52338.979999999996
27007,MN,0,11207.01,0
27009,MN,99808.88,72611.67,5267.69
27011,MN,369314.24,110168.87000000001,312128.86
27013,MN,176528.64,88361.54000000001,601798.14
27015,MN,97542.35,67035.79000000001,288924.95
27017,MN,0,0,520039.78
27019,MN,30945.22,54895.94,71372.83
27021,MN,9155.04,55442.740000000005,803
27023,MN,1815159.49,409534.75,244325.81999999998
27025,MN,9725.23,56355.03,287231.19
27027,MN,5267524.77,6770479.84,448905.10000000003
27029,MN,66005.38,107149.55,0
27031,MN,8307.960000000001,0,4937.38
27033,MN,0,0,183231.09
27035,MN,0,14922.48,52414.09
27037,MN,427073.34,651965.4,1537009.95
27039,MN,2891.07,131179.58000000002,258066.23
27041,MN,20524.59,12145.83,238521.38
27043,MN,0,8006.34,40201.69
27045,MN,950.04,567125.13,135574.76
27047,MN,60728.18,271385.37,523815.23
27049,MN,687348.84,707276.17,904931.73
27051,MN,3801.94,5700.67,59148.07
27053,MN,506175.1,855295.12,1213165.14
27055,MN,156670.48,837799.93,72872.46
27057,MN,50214.1,260138.68000000002,9507.22
27059,MN,27658.17,120056.26000000001,1165.55
27061,MN,0,52947.700000000004,43862.82
27063,MN,1479.05,3329.72,19060.64
27065,MN,0,13156.38,154832.05
27067,MN,0,104897.62000000001,3690.27
27069,MN,1392474.6800000002,71895.49,118257.5
27071,MN,0,0,39847.45
27073,MN,211665.16,2456.13,6198.99
27075,MN,6550.13,0,413673.32
27077,MN,0,120820.18,0
27079,MN,165210.6,25797.989999999998,817921.15
27081,MN,0,0,7495.78
27083,MN,56655.700000000004,17270.170000000002,65607.36
27085,MN,39677.14,6064.72,49811.05
27087,MN,22930.85,149684.78,0
27089,MN,4489726.65,277475.69,54269.02
27091,MN,18967.49,0,0
27093,MN,0,56056.95,17184.38
27095,MN,12050.400000000001,16406.11,80869.63
27097,MN,42400,25824.53,75968.43999999999
27099,MN,902369.51,8108887.1899999995,294516.63
27101,MN,750,3106.57,161858.73
27103,MN,130249.44,80818.33,267800.32
27105,MN,26761.38,52565.19,95715.91
27107,MN,1456483.3399999999,452469.13,147835.79
27109,MN,25400,144708.24,1023688.92
27111,MN,198529.73,326043.60000000003,886799.4
27113,MN,38400.29,7902.58,7595.75
27115,MN,5219.35,13462.94,1114233.1300000001
27117,MN,84434.23000000001,0,140202.81
27119,MN,35133273.09,136208.52000000002,292472.84
27121,MN,0,9759.130000000001,17847.44
27123,MN,334544.46,590710.13,171704.38
27125,MN,5486.179999999999,0,0
27127,MN,103998.59999999999,0,39453.53
27129,MN,0,0,5217.95
27131,MN,39812.28,10447.05,2900547.74
27133,MN,52490.55,30713.489999999998,103268.04
27135,MN,142526.12,3301459.3999999994,0
27137,MN,109511.59,47091.78,1059152.71
27139,MN,173595.32,160473.76,554824.41
27141,MN,109756.26000000001,61748.380000000005,22128.28
27143,MN,33300,5765.16,54827.91
27145,MN,166326.76,450969.46,163202.8
27147,MN,38640.25,219142.5,1728558.67
27149,MN,13377.5,0,0
27151,MN,105155.56,32856.05,5986.02
27153,MN,3177.63,77082.04000000001,19185.23
27155,MN,338631.08999999997,457998.24,113938.07000000002
27157,MN,206132.93,355962.78,2530754.36
27159,MN,0,23859.64,8604.15
27161,MN,0,0,32180.33
27163,MN,1119653.28,2360600.68,868827
27165,MN,0,0,172713.22
27167,MN,7181725.72,63079.380000000005,9701.99
27169,MN,143411.93,3722832.9899999998,22740.17
27171,MN,34139.84,115088.54000000001,83793.32
27173,MN,1463999.6099999999,362002.25,176641.16
28001,MS,48017.09,14365.93,539391.4600000001
28003,MS,4091.57,483108.81,3697625.3200000003
28005,MS,48216.18,0,0
28007,MS,37156.42,227999.93,94981.33000000002
28011,MS,2583215.77,3666475.91,12916161.64
28013,MS,97527.74,75978.22,292147.13
28015,MS,72314.44,10950.97,125759.03
28017,MS,8170.38,0,0
28019,MS,60711.03,68613.13,0
28021,MS,780032.27,887365.86,1535967.97
28023,MS,84551.31,495912.27,607659.49
28025,MS,133630.24000000002,51078.2,1007486.48
28027,MS,656429.58,362821.43,5521933.399999999
28029,MS,51244.56,18157.63,52200
28031,MS,197343.12,273847.12,184755.39
28033,MS,301339.28,393763.7,5282634.57
28035,MS,2182143.4699999997,1590742.06,3829644.2600000002
28037,MS,6223.32,350959.71,6854.25
28039,MS,147312.78,104954.61,51757.5
28041,MS,413.25,144952.13,473352.04
28043,MS,727126.9800000001,473525.45,124851.66
