countycode,state,amount_1990s,amount_2000s,amount_2010s
39159,OH,189724.88,51729.87,129406.31999999999
39161,OH,1628.39,20751.97,195547.06
39163,OH,77973.28,62820.020000000004,21753.84
39165,OH,284139.41000000003,857035.48,668524.89
39167,OH,2670146.3200000003,13773687.430000002,1003196.9800000001
39169,OH,20092.159999999996,77552.55,687827.61
39171,OH,605095.9,76560.21,56636.329999999994
39173,OH,101155.23,641590.6900000001,347549.51
39175,OH,2226.27,1397336.19,1036666.8099999999
40001,OK,1522,34122.06,930689.6
40003,OK,54664.969999999994,149393.58,21332.48
40005,OK,0,0,94800
40007,OK,0,0,0
40009,OK,18754.18,2293.28,10972.48
40011,OK,0,119558.87,0
40013,OK,36790.18,157179.32,918520.8800000001
40015,OK,19668.3,954413.56,350818.38
40017,OK,353782.02999999997,1562525.0999999999,1182953.09
40019,OK,110782.48999999999,152013.85,1691046.11
40021,OK,55056.759999999995,207525.40999999997,1344765.21
40023,OK,0,524.19,160458.6
40027,OK,1851409.73,1046312.64,3523978.48
40029,OK,0,0,8467.43
40031,OK,655513.73,2348973.7600000002,16037645.43
40033,OK,0,34604.26,66326.13
40035,OK,89152.03,60892.619999999995,1018721.24
40037,OK,447512.87,2500262.5400000005,9721.32
40039,OK,0,20946.54,125184.33000000002
40041,OK,129915.72,239156.33,1167035.72
40047,OK,114590.76000000001,9014.91,135692.94
40049,OK,19168.91,110419.32,999463.12
40051,OK,707643.16,2320434.23,1095719.33
40053,OK,58487.08,45538.65,0
40055,OK,0,0,19393.19
40057,OK,35501.16,27880.71,85263.86
40061,OK,6493.65,0,125319.07
40063,OK,0,3837.74,6107.22
40065,OK,0,0,1354.2
40067,OK,31970.61,1268.47,0
40069,OK,0,0,222969.86
40071,OK,726634.4500000001,1654861,452904.79
40073,OK,832555.13,3474500.99,94712.55
40075,OK,0,157118.22,346154.2
40077,OK,0,0,16010.2
40079,OK,11202.31,42187.439999999995,795639.75
40081,OK,0,0,2733.65
40083,OK,1944265.43,988204.29,1168446.14
40085,OK,0,0,9956.3
40087,OK,0,87156.64,562973.6799999999
40089,OK,21294.81,112914.57,496247.63
40093,OK,10414.24,242195.66999999998,3995.16
40095,OK,21390.3,1650,0
40097,OK,165549.97999999998,1323669.3499999999,1625938.7
40099,OK,108820.89,0,0
40101,OK,941650.93,989264.62,7266186.65
40103,OK,3307.9900000000002,0,18956.37
40105,OK,10291.05,89005.46,436098.04
40107,OK,0,0,4170.03
40109,OK,3531015.7,1709356.85,15067638.89
40111,OK,206413.74000000002,564005.25,1454679.45
40113,OK,307819.73,62431.09,501603.69
40115,OK,8541881.85,14008072.39,4943879.4799999995
40117,OK,0,0,9034.56
40119,OK,438640.13,272262.9,452626.2
40121,OK,12545.84,45000,256137.75000000003
40123,OK,0,10411.18,81388.14
40125,OK,302261.12,890640.81,710373.76
40127,OK,0,0,0
40131,OK,688307.64,2431099.7399999998,2078784.0000000002
40133,OK,27055.31,40136.73,443523.71
40135,OK,27667.420000000002,35348.15,874992.21
40137,OK,68630.37,285570.03,105084.34999999999
40141,OK,24657.96,30084.37,11140.47
40143,OK,3341663.95,5390610.779999999,17854270.52
40145,OK,726768.05,3558566.5500000003,4215481.02
40147,OK,835089.85,3050014.3,1990476.8099999998
40149,OK,1597.24,0,9968.490000000002
40151,OK,10715.78,102267.47,0
40153,OK,30081.84,65501.8,76394.22
41001,OR,0,0,4278.08
41003,OR,249232.22999999998,100738.21999999999,189117.56
41005,OR,16121462.63,2314913.2199999997,2587189.69
41007,OR,716637.92,999102.18,156773.39
41009,OR,2444011.9899999998,17656754.5,831866.92
41011,OR,665617.96,1299827.29,419062.82
41013,OR,463735.45,0,1989.16
41015,OR,219419.71,12464.93,772094.79
41017,OR,5089.66,42325.13,137022.67
41019,OR,916635.13,566827.21,104272.1
41023,OR,38940.86,0,3409.23
41025,OR,0,305.86,35818.7
41027,OR,26139.39,0,0
41029,OR,1433688.74,756599.59,157295.54
41033,OR,433264.04,51013.11,65418.65
41035,OR,180605.1,25042.6,0
41037,OR,11860.4,107529.84,29027.73
41039,OR,2534395.38,226417.56999999998,1199677.32
41041,OR,4366526.45,258440.06,1251047.72
41043,OR,895513.4,16877.25,793859.67
41045,OR,1927.56,17576.72,21168.32
41047,OR,2874992.75,303512.55,2655090.3
41049,OR,0,0,2277.18
41051,OR,3020806.5,454484.45,699015.3200000001
41053,OR,225018.88999999998,378287.06,145499.86
41055,OR,40726.49,0,0
41057,OR,7220601.19,5429087.9799999995,2192306.1799999997
41059,OR,234179.14,4256.65,162331.71
41061,OR,40142.28,16394.03,47970.259999999995
41063,OR,11934.23,3853.95,1709.23
41065,OR,74224.45,19553.37,0
41067,OR,3214318.38,840165.17,1350072.94
41069,OR,0,0,0
41071,OR,287523.47000000003,783236.61,87126.09
42001,PA,2127225.35,67677.43999999999,3683001.6
42003,PA,8481577.24,42617985.6,17409717.970000003
42005,PA,753439.5,2343894.58,2370324.9699999997
42007,PA,1413024.31,6844244.089999999,3495899.23
42009,PA,6319316.41,2514629.41,1295748.96
42011,PA,820455.99,10223388.24,2587042.33
42013,PA,3336141.4899999998,2896703.38,899410.55
42015,PA,1572954.62,3392733.8,19681659.39
42017,PA,23976394.13,86069941.65,16770733.01
42019,PA,1131367.3800000001,8708478.68,3471008.6999999997
42021,PA,1432289.67,190769.00999999998,313543.64
42023,PA,250420.99,191171.91,65344.58
42025,PA,142782.36,114941.98000000001,78919.73
42027,PA,341871.97,2113176.73,426429.37
42029,PA,6202930.38,7774956.63,7138151.66
42031,PA,1289052.9100000001,926864.92,554168.0499999999
42033,PA,867654.2300000001,705216.61,4135691.3200000003
42035,PA,1499615.1,5325226.7299999995,584706.31
42037,PA,1976090.69,17764243.04,43415114.13
42039,PA,339514.07,780081.98,267725.31
42041,PA,4244203.2,4608898.53,6466078.25
42043,PA,13037383.73,17121387.69,55003226.13000001
42045,PA,13468997.75,7376825.399999999,18587357.759999998
42047,PA,1820165.2499999998,244256.31999999998,5226367.76
42049,PA,1103846.82,1094470.73,826038.6699999999
42051,PA,903790.1799999999,1454601.8,4631552.68
42053,PA,1812.01,0,168908.12
42055,PA,172135.77999999997,559536.35,188225.3
42057,PA,43646,303983.51,0
42059,PA,379009.47,1864943.3099999998,655006.3600000001
42061,PA,4170809.0900000003,3873724.75,251834.58000000002
42063,PA,404338.34,473828.79,1104051.5
42065,PA,5460334.12,1253477.55,925781.2200000001
42067,PA,496948.62,443329.88,89486.34999999999
42069,PA,6179676.49,11528355.92,606924.49
42071,PA,2927235.47,4543629.05,18669951.580000002
42073,PA,494037.20999999996,1378604.28,254636.96
42075,PA,406084.58,2331137.66,12261144.77
42077,PA,784060.55,3148149.6300000004,1514858.22
42079,PA,7386752.92,19376421.75,64080138.199999996
42081,PA,18938919.89,11300169.170000002,25174832.86
42083,PA,560359.99,357441.98,50084.5
42085,PA,105272.27,566160.77,135604.56
42087,PA,1992275.03,1832444.03,150875.34
42089,PA,678864.97,10846581.02,560165.7400000001
42091,PA,34279812.58,45540740.36,35279881.68
42093,PA,186915.93,261286.15,2575311.72
42095,PA,1381770.6099999999,40762856.71,2582529.67
42097,PA,5308833.2,7708855.51,9993407.93
42099,PA,2028055.05,2385810.06,2738220.45
42101,PA,7128322.409999999,3561221.8,7772973.4
42103,PA,4480.42,2545783.4499999997,109321.76
42105,PA,257804.37,150664.63,40732.06
42107,PA,811461.86,10862737.85,14734579.95
42109,PA,3432540.29,3453874.1500000004,5200817.66
42111,PA,893277.9300000002,494838.48,724376.91
42113,PA,252569.38999999998,165451.22,3431034.62
42115,PA,789236.1599999999,5015022.16,8051231.39
42117,PA,618795.0900000001,275908.95,375790.67
42119,PA,5084216.92,3393295.39,2663156.5900000003
42121,PA,352500.51,499833.13,289840.63
42123,PA,585479.1799999999,176082.54,210441.03
42125,PA,1988048.53,4637671.93,7302800.79
42127,PA,136565.79,3678626.3,588026.06
42129,PA,2790941.6599999997,9965401.93,6026652.28
42131,PA,2506695.92,5662806.9799999995,18790940.02
42133,PA,3727908.78,2191927.75,10999388.809999999
44001,RI,540542.0499999999,627522.06,2725360.21
44003,RI,593123.06,1666413.92,15647426.110000001
44005,RI,2392539.1799999997,781422.3,5854539.56
44007,RI,1937307.07,12455389.2,19675211.369999997
44009,RI,5099867.32,1579121.71,42208912.08
45003,SC,54538.990000000005,3251.1299999999997,112755.01
45005,SC,0,0,0
45007,SC,33474.59,47055.89,82992.76000000001
45009,SC,0,98403.98000000001,149796.47
45011,SC,0,0,12302.61
45013,SC,3974720.01,1724310.27,71364316.31
45015,SC,68498.09,299492.61,6119563.4
45017,SC,0,0,0
45019,SC,5494546.2,7292113.69,104487306.73
45021,SC,0,38057.48,2954.24
45023,SC,0,21401.05,27227.65
45025,SC,0,0,166229.34
45027,SC,0,0,499449.43
45029,SC,166888.94,464509.07,3971181.5900000003
45031,SC,132644.54,265726.24,939800.38
45033,SC,0,41304.11,4465260.55
45035,SC,229769.15999999997,57166.049999999996,12764089.52
45037,SC,0,19687.61,30701.989999999998
45039,SC,1185.03,22864.170000000002,321744.6
45041,SC,388383.51,175985,5107515.21
45043,SC,1065696.3499999999,769767.7,28250053.43
45045,SC,1779249.9,4258762.16,2523586.32
45047,SC,779.1,0,316558.56
45049,SC,1823.8,3424.88,50184.78
45051,SC,26159948.490000002,2376303.35,143601072.45000002
45053,SC,239179.29,41409.19,1874081.24
45055,SC,17017.18,11672.95,252554.53
45057,SC,11716.699999999999,90011.13,171176.53
45059,SC,17742.04,0,27481.52
45061,SC,20312.06,3619.34,147465.00999999998
45063,SC,110597.06,422481.97,12648247.13
45067,SC,219008.71,29782.939999999995,20009138.15
45069,SC,0,3194.28,307748.57
45071,SC,9054.75,42454.009999999995,105009.19999999998
45073,SC,71111.29000000001,9328.11,23841.989999999998
45075,SC,92062.26999999999,350220.24,1190257.05
45077,SC,117554.86,290115.45,35819.71
45079,SC,546896.82,369746.71,57803056.129999995
45081,SC,0,0,19347.2
45083,SC,365812.49,321673.04000000004,217702.5
45085,SC,15587.800000000001,0,6442719.99
45089,SC,28488.649999999998,5502.16,3094835.21
45091,SC,37664.09,95618.51,151472.61
46003,SD,0,0,24396.15
46005,SD,254175.1,27219.54,45679.96000000001
46009,SD,0,0,24184.010000000002
46011,SD,514986.52999999997,50603.96000000001,681796.71
46013,SD,456314.7,2055500.35,444884.08999999997
46015,SD,142021.32,0,0
46019,SD,1238.88,9295.61,1605.58
46021,SD,0,0,982.39
46023,SD,83315.25,156344.76,160270.59
46025,SD,159574.09,2395.22,27068.68
46027,SD,4880.98,0,46072.380000000005
46029,SD,4671707.649999999,534904.7799999999,832473.83
46033,SD,22653.4,529691.4299999999,27069.250000000004
46035,SD,28168.85,2843.8,46182.7
46037,SD,1595051.9400000002,295194.72000000003,2154001.24
46039,SD,3757.5899999999997,0,0
46043,SD,520.3,0,0
46045,SD,679.1600000000001,0,2300.6
46049,SD,5206.44,0,0
46051,SD,181475.79,77608.2,70640.79000000001
46053,SD,0,0,167335.16999999998
46055,SD,0,0,0
46057,SD,541847.3,82855.67000000001,3254330.1999999997
46059,SD,44689,0,77119.01
46061,SD,0,0,40525.96
46063,SD,0,0,0
46065,SD,184292.09999999998,22533.96,487522.87000000005
46067,SD,0,76704.53,18425.17
46069,SD,0,0,0
46077,SD,81917.16,0,587409.96
46079,SD,786305.88,16759.980000000003,638997.71
46081,SD,15143.990000000002,204540.59,46785.25
46083,SD,1414.32,4193.5,1388553.3900000001
46085,SD,16561.17,0,206205.8
46087,SD,4231.93,0,37523.909999999996
46089,SD,2798.03,12112.55,0
46091,SD,10866.51,0,144192.38
46093,SD,0,22928.479999999996,27258.19
46099,SD,571299.33,276947.36000000004,5782965.100000001
46101,SD,120483.40999999999,2813.6,360595.08
46103,SD,60214.92,83678.19,280911.76
46109,SD,43675.18,89387.75000000001,296224.66
46111,SD,41099.22,0,1955.53
46115,SD,330171.26999999996,29808.379999999997,584136.3099999999
46117,SD,7465.69,0,2539497.5100000002
46119,SD,21279.86,0,1513.13
46121,SD,1361.63,0,0
46125,SD,5440.65,2967.79,188302.44
46127,SD,179194.81,7000,5088238.569999999
46135,SD,43355.020000000004,5464.98,677366.5
46137,SD,3427.42,0,0
47001,TN,121206.12000000001,43353.47,21337.530000000002
47003,TN,12625.380000000001,181143.36,85099.6
47005,TN,15694.02,0,303691.38
47007,TN,4606.629999999999,0,0
47009,TN,0,907142.5,81362.93999999999
47011,TN,327274,929487.6900000001,777251.9400000001
47013,TN,1694.78,105388.19,150196.69
47015,TN,2766.19,14280.86,128726.84000000001
47017,TN,0,490.93,519879.86
47019,TN,904336.7499999999,77477.48000000001,403429.02999999997
47021,TN,370630.74,343958.32,23546928.4
47023,TN,0,5722.12,36126.14
47025,TN,25901.34,75245.72,329181.31999999995
47027,TN,0,0,366749.99
47029,TN,24214.469999999998,250181.49999999997,4052.7
47031,TN,14017.52,5411.3099999999995,61587.34
47033,TN,68239.57,93610.69,284202.95
47035,TN,0,0,7780.48
47037,TN,2846540.05,2846471.62,150187021.98
47039,TN,0,170228.03,1317487.9100000001
47041,TN,0,5261.26,93377.91
47043,TN,134924.82,192705.78,2585205.46
47045,TN,345397.49,128011.39000000001,4021983.75
47047,TN,56660.520000000004,15112.3,408309.86
47051,TN,31614.94,71556.7,76962.11
47053,TN,353811.58,227361.43,2118767.01
47055,TN,2863.12,110289.18,190647.85
47057,TN,0,0,11250.4
47059,TN,17295.07,134003.26,24767.18
47061,TN,0,0,35749.83
47063,TN,26678.309999999998,13647.52,113356.82999999999
47065,TN,4525527.6,17612574.04,3197453.69
47067,TN,0,53713.61,183501.03
47069,TN,0,0,12312.630000000001
47071,TN,439183.48,822602.63,2109376.93
47073,TN,10612.23,0,27606.42
47075,TN,4812.88,121494.91,1294678.5899999999
47077,TN,0,45413.46,323271.72000000003
47079,TN,24974.260000000002,7290.620000000001,74121.57
47081,TN,8884.83,30553.16,653035.39
47083,TN,49737.06,7217.43,1015724.16
47085,TN,0,11846.29,3367320.0700000003
47087,TN,0,0,1194990.41
47089,TN,20984.97,8078.04,192151.5
47091,TN,14813.16,45669.49,309069.16000000003
47093,TN,1205098.98,1064582.56,3558588.09
47095,TN,31707.41,26077.25,287275.94
47097,TN,1468064.11,327368.42000000004,2612832.41
47099,TN,476968.42,235757.32,7636.77
47101,TN,0,31835.71,379653.6
47103,TN,179410.65999999997,20417.59,115652.28
47105,TN,19456.14,232455.66999999998,250166.65
47107,TN,84130.61,244706.15,12094.42
47109,TN,7700.55,26270.25,108831.9
47111,TN,0,7319.110000000001,206543.61
47113,TN,240340.67,224749.30000000002,2194396.78
47115,TN,64495,488370.43999999994,341241.91
47117,TN,67766.31999999999,357218.77999999997,46990.15
47119,TN,213340.89,859796.58,1320694.7100000002
47121,TN,0,0,15212.63
47123,TN,6161.55,5750.22,39128.97
47125,TN,109262.4,160665.96,7319288.710000001
47129,TN,17251.93,13706.55,53076.91
47131,TN,550863.26,516416.63999999996,629244.59
47133,TN,6306.96,6126.3099999999995,106731.2
47135,TN,149.65,174488.8,2293346.16
47139,TN,133564.66999999998,303836.83999999997,84803.97
47141,TN,4475.33,16995.649999999998,620457.9199999999
47143,TN,92415.57999999999,376073.06,1125795.13
47145,TN,371672.53,111701.13,69840.82
47147,TN,1978.23,35183.770000000004,1842811.77
47149,TN,711806.02,1162753.29,3188070.91
47153,TN,0,91110.06,5302.34
47155,TN,1208522.95,874313.0599999999,735870.15
47157,TN,735481.1900000001,2479803.06,17419756.22
47159,TN,245288.08000000002,178756.63999999998,4247035.489999999
47161,TN,0,5089.8,590676.2899999999
47163,TN,453866.91000000003,72476.4,780055.23
47165,TN,102451.55,599756.94,11595454.09
47167,TN,64015.75,110414.31,3342786.36
47169,TN,10674.55,31359.059999999998,230635.71
47171,TN,12985.880000000001,109707.43000000001,69567.07
47173,TN,68538.14,18877.809999999998,0
47175,TN,0,0,302541.71
47177,TN,142237.5,98845.73,34549.67
47179,TN,91780.01,1482784.18,1839510.9
47181,TN,0,666622.8400000001,899226.3500000001
47183,TN,32550.979999999996,15165.74,8781.61
47185,TN,0,0,38909.780000000006
47187,TN,1255139.06,844294.89,19268389.689999998
47189,TN,174019.52000000002,416980.08,6468310.800000001
48001,TX,23125.37,0,216012.67
48005,TX,792374.4,2232492.04,709548.49
48007,TX,677229.51,2475098.5500000003,50879162.86000001
48009,TX,3331.38,305963.37,523799.61000000004
48013,TX,98036.81,229943.35,103007.37
48015,TX,1292947.22,353590.59,12299146.559999999
48019,TX,573755.5,4512060.9,812090.9400000001
48021,TX,1119175.9,469143.01999999996,8215268.61
48025,TX,100524.07999999999,873547.3300000001,264739.41
48027,TX,524763.1799999999,2413976.45,10609482.969999999
48029,TX,13219696.930000002,8306098.43,7892866.24
48031,TX,13540.39,43599.9,2452849.49
48035,TX,300497.78,110918.45,167086.88
48037,TX,597901.91,797075.6,1591743.26
48039,TX,31918042.64,93636080.27000001,438772215.65000004
48041,TX,306896.94,992858.3099999999,5417483.25
48043,TX,19102.9,0,29148.21
48047,TX,92156.88,284031.51,247842.56
48049,TX,2161496.42,5894234.970000001,1003206.5700000001
48051,TX,139966.58,20307.74,1290865.89
48053,TX,1649258.51,2980740.38,16724849.44
48055,TX,1151431.61,148456.15000000002,6098023.159999999
48057,TX,515528.9,1253736.68,3459404.38
48059,TX,27194.78,0,0
48061,TX,7035360.63,27789301.38,42604910.940000005
48065,TX,0,1095.61,35215.54
48067,TX,118023.88,492995.81,40580.7
48071,TX,1028947.15,23372095.01,71585373.26
48073,TX,33843.799999999996,251658.76,282731.02
48077,TX,542035.51,97525.87000000001,686317.44
48083,TX,4866.08,126874.69,6763.76
48085,TX,872278.14,718699.13,2007079.0399999998
48087,TX,399.27,0,0
48089,TX,296264.9,68025.32,3385369.53
48091,TX,23447462.23,21119389.930000003,15911267.27
48093,TX,0,38639.5,30374.17
48095,TX,0,0,26344.57
48097,TX,850446.9400000001,7315017.2299999995,755147.1799999999
48099,TX,10091.58,166618.61,394976.61
48105,TX,122635.59,11661.63,0
48111,TX,0,0,884.33
48113,TX,15736734.09,15448690.58,17719643.53
48115,TX,69339.95,42405.11,9326.08
48117,TX,11370.09,0,0
48119,TX,0,2840.52,0
48121,TX,746189.35,2375248.84,5169496.06
48123,TX,2731118.5799999996,1158998.78,1534835.45
48127,TX,1398.68,0,155940.64
48129,TX,4054.4700000000003,3120.63,0
48131,TX,2317.35,192944.09,0
48133,TX,84928.01000000001,2005579.1400000001,2879732.14
48135,TX,91888.17,468768.44999999995,1009798.96
48139,TX,45930.81,909795.7100000001,3961276.91
48141,TX,247418.18000000002,2039066.63,1375352.2
48143,TX,46119.93,5865.22,533728.37
48145,TX,0,0,46686.73
48147,TX,264708.44,10997.35,1286996.37
48149,TX,1013470.3200000001,179792.88,6493435.800000001
48151,TX,0,55325.7,0
48153,TX,5245,0,0
48157,TX,9015008.290000001,3684413.51,429481764.98
48159,TX,0,90000,281267.38
48161,TX,0,3910.07,509638.03
48163,TX,0,55552.439999999995,0
48165,TX,18739.26,0,11207.15
48167,TX,31297509.169999998,1406281359.78,840421069.05
48169,TX,0,11852.99,0
48171,TX,0,31282.49,59052.75
48175,TX,194889.62000000002,228724.13,626.71
48177,TX,3516900.9499999997,2286620.48,279717.38
48179,TX,0,0,3655.64
48181,TX,1411062.78,6894906.26,8260583.93
48183,TX,376437.29000000004,212933.80000000002,2722657.7399999998
48185,TX,43737.159999999996,277462.61,1042088.38
48187,TX,62833335.18,34756370.08,11100593.370000001
48189,TX,0,0,23226.14
48191,TX,16477.57,1000,1760.66
48193,TX,0,0,5523.1
48195,TX,966.2,0,0
48199,TX,10537002.309999999,12590875.9,160034297.66
48201,TX,264390375.72,1643554316.35,6263322048.88
48203,TX,480271.39,1027059.1900000001,3781121.6900000004
48205,TX,3534.58,0,0
48207,TX,193438.81,660256.87,1420570.52
48209,TX,4056501.6900000004,1525299.27,64727137.010000005
48213,TX,81489.22,504549.33999999997,1551329.24
48215,TX,442825.08,5845558.64,57168850.339999996
48217,TX,82720.79000000001,31074.19,174934.31
48219,TX,11511.21,27060.41,60572.590000000004
48221,TX,431998.94,267240.01999999996,2586171.61
48223,TX,96083.77,85033.52,95489.57
48225,TX,11043.21,13886.07,69107.81
48227,TX,93566.56,8479.31,19267.95
48229,TX,0,245314.1,0
48231,TX,89364.14,371739.63,1208158.12
48233,TX,0,0,14515.26
48237,TX,13586.64,45000,103279.53
48239,TX,1579961.97,302998.19,629867.09
48241,TX,134594.03,969091.4299999999,4698529.5200000005
48245,TX,15025590.51,137988015.07999998,776506965.69
48247,TX,4210.28,10078.89,19454.2
48249,TX,86465,581533.02,918554.2599999999
48251,TX,321169.1,1197439.33,2446087.27
48253,TX,71756.66,2079671.1,130469.82
48255,TX,5853.66,69461,7659.98
48257,TX,115898.63,77904.86,746676.32
48259,TX,440682.36,2162065.29,676454.59
48265,TX,86389.05,1154869.1800000002,186505.4
48267,TX,0,0,326821.04
48271,TX,0,0,113380.75
48273,TX,196533.48,284111.41000000003,530331.94
48275,TX,0,0,45000
48277,TX,24389.41,86305.98,1475730.19
48279,TX,0,0,0
48281,TX,61875.63,104938.81,176467.64
48283,TX,0,181544.12,0
48285,TX,107462.51,543531.92,0
48287,TX,0,156318.07,469217.75999999995
48289,TX,9312.17,0,60260.520000000004
48291,TX,15595281.46,7212946.92,44271005.68
48293,TX,380128.38999999996,1905607.7300000002,1869996.18
48295,TX,63185.43,174659.27000000002,0
48297,TX,10481.32,943518.2400000001,0
48299,TX,1626930.63,1287318.39,16568900.03
48303,TX,350389.74000000005,437494.05000000005,1582386.88
48309,TX,227628.22,1228363.1099999999,1983817.5999999999
48311,TX,0,642.05,0
48313,TX,68268.35,66189.3,254652.21
48315,TX,63060.99999999999,169616.72,217729.84999999998
48319,TX,6657.33,22405.12,90000
48321,TX,2983942.67,5666689.9,12302774.150000002
48323,TX,112798.54,817072.54,4428676.08
48325,TX,223185.56,2385763.08,548096.88
48327,TX,68591.7,17521.17,53563.68
48329,TX,180705.8,247722.77000000002,812977.3600000001
48331,TX,32474.059999999998,69343.04,113686.54
48335,TX,18022.239999999998,0,0
48337,TX,365288.99,55524.83,598851.7000000001
48339,TX,83741063.33,39422874.32,361940853.02000004
48343,TX,23815.24,101230.90999999999,94990.15000000001
48347,TX,317762.29,684536.36,59496.3
48349,TX,73957.51,113269.91999999998,2282951.98
48351,TX,467163.45,750726.93,24298724.52
48353,TX,30599.350000000002,189513.04,769304.4400000001
48355,TX,4040447.54,10078800.82,155660722.23
48361,TX,3057085.04,370451783.63,476060259.1
48363,TX,208273.05000000002,165725.53,917560.3899999999
48365,TX,17768.98,0,32159.32
48367,TX,1614503.88,953429.93,612077.35
48373,TX,1366776.39,1699601.45,2509918.68
48375,TX,227995.63,10515.939999999999,105030.59
48377,TX,0,24032.27,0
48379,TX,0,100604.04999999999,0
48381,TX,143158,286621.11,1173154.4100000001
48385,TX,442858.71,180206.79,5861.92
48389,TX,0,0,1019.89
48391,TX,348266.74,367414.69999999995,1110852.59
48395,TX,0,1452680.48,0
48397,TX,11090.57,68825.75,312199.86
48399,TX,0,7803.93,253298.83
48401,TX,129717.83,101800.69,198564.26
48403,TX,0,3754.74,19246.26
48405,TX,0,50400,31882.899999999998
48407,TX,3728938.3000000003,84368.74,3678454.04
48409,TX,1396619.78,2590564.99,9545230
48411,TX,23275.420000000002,89519.89000000001,52185.06999999999
48413,TX,0,0,0
48415,TX,0,0,0
48417,TX,20784,91483.37,0
48419,TX,32712.42,66313.9,0
48423,TX,173599.37,693515.69,2034770.51
48425,TX,241169.41,117557.20999999999,182016.28999999998
48427,TX,137517,418788.80000000005,201230.83000000002
48429,TX,190353.38999999998,75138.23,582528.43
48433,TX,5952.299999999999,0,0
48435,TX,17627.73,0,874207.3400000001
48437,TX,0,0,9063.62
48439,TX,10450943.049999999,16821374.7,19535178.41
48441,TX,1507353.76,12212994.870000001,940729.4299999999
48445,TX,3592.12,13678.919999999998,59056.729999999996
48447,TX,0,0,157661.63
48449,TX,0,0,247113.27
48451,TX,113051.59999999999,63306.03999999999,1210794.81
48453,TX,12058853.5,17354172.740000002,75618866.83000001
48455,TX,1242912.4200000002,550619.86,434080.87
48457,TX,763419.81,1110910.1,1556756.93
48459,TX,0,31516.64,64306.49
48463,TX,242964.95,2375598.8699999996,56642.86
48465,TX,2211852.44,317657.84,971071.9099999999
48467,TX,0,30558.22,678305.12
48469,TX,4818405.2299999995,2904889.14,2521145.02
48471,TX,922591.14,577551.23,3093003.8000000003
48473,TX,2465477.64,558785.43,39636410.67
48477,TX,0,29661.72,1598083.22
48479,TX,202680.79,1567528.05,4771352.6899999995
48481,TX,2031252.48,6492292.449999999,43008636.16
48483,TX,0,0,29964.44
48485,TX,1771230.0100000002,6131931.220000001,2933436.03
48487,TX,118560.40999999999,0,0
48489,TX,378632.35000000003,657673.55,1553717.95
48491,TX,744324.6799999999,1643246.29,14624546.48
48493,TX,993480.12,888058.77,133048.86000000002
48497,TX,266435,181978.36,1192054.31
48499,TX,20198.07,117902.57999999999,10415.27
48501,TX,4874.29,17373.49,28251.730000000003
48503,TX,141445.46,143215.62,78709.62
48505,TX,0,0,35000
48507,TX,75224.12,81390.17,256813.62
49003,UT,0,0,0
49005,UT,7782.72,58323.85,58113.31
49007,UT,3396.37,0,34696.21
49011,UT,2891.68,22210.68,20580.27
49015,UT,305.95,11852.62,0
49017,UT,0,0,7178.98
49021,UT,14999.15,16707.7,71366.83
49023,UT,0,0,0
49025,UT,0,13023.3,59011.27
49027,UT,0,95618.65,0
49029,UT,0,0,7661.64
49033,UT,0,0,2841.72
49035,UT,279.15999999999997,101705.66,289851.28
49039,UT,0,0,502.66
49043,UT,10372.8,30156.72,33394.59
49045,UT,0,3851.0600000000004,34588.65
49047,UT,3514.9799999999996,11565.84,7784.07
49049,UT,969.36,80468.34999999999,76894.09999999999
49051,UT,0,12097.630000000001,3903.89
49053,UT,163103.62000000002,159657.53,95006.39
49057,UT,7745.969999999999,18978.48,93328.12
50001,VT,244065.34000000003,334675.74,976384.2899999999
50003,VT,15632.970000000001,5423.200000000001,1133186.92
50005,VT,155583.4,1093397.3199999998,1554192.3100000003
50007,VT,153751.87,32319.14,2294691.67
50009,VT,12427.45,0,330753.48
50011,VT,444170.64999999997,40496.579999999994,1832600.3599999999
50013,VT,88330.67,77145.46,618322.1900000001
50015,VT,495172.43,29353.65,720253.73
50017,VT,31873.79,118587.36000000002,940233.01
50019,VT,306928.16000000003,78989.98000000001,625566.42
50021,VT,0,325283.73000000004,3113526.2899999996
50023,VT,1867061.23,507735.74,19194856.36
50025,VT,55803.93,76253.45,9136835.1
50027,VT,18603.29,190703.27999999997,14767858.88
51001,VA,3063883.9299999997,2495321.13,6671866.43
51003,VA,148620.87000000002,128879.94,192848.16999999998
51005,VA,720122.7200000001,510740.27,657323.7799999999
51007,VA,17144.33,22856.77,83034.37
51009,VA,258921.17,41785.5,120896.36
51011,VA,6279.18,0,2919.8
51013,VA,40086.979999999996,234398.13,710133.3
51015,VA,1840207.29,321943.99,306177.43
51017,VA,139802.86,7900,0
51019,VA,337229.87,56034.619999999995,35648.05
51021,VA,81236.11000000002,186471.1,150067.21000000002
51023,VA,1279552.3699999999,877328.11,183319.91
51025,VA,0,18313.54,14532.18
51027,VA,19339.670000000002,976434.2200000001,50934.11000000001
51029,VA,41446.57,0,0
51031,VA,69073.71,29346.19,113577.39
51033,VA,7242.51,10676.34,11531.89
51035,VA,72041.28,23493.780000000002,77658.64000000001
51036,VA,10207.529999999999,42032.18,0
51041,VA,239013.61,2354797.22,295487.17
51043,VA,499803.55,3258.35,28855.7
51045,VA,204774.65999999997,935945.7599999999,33218.19
