countycode,yearofloss,state,amount_paid
29169,1990,MO,28364.15
29169,1991,MO,28495.7
29169,1993,MO,315777.97
29169,1994,MO,0
29169,1995,MO,0
29169,2002,MO,5608.38
29169,2004,MO,1893.43
29169,2005,MO,34897.04
29169,2007,MO,5467.62
29169,2008,MO,986395.21
29169,2009,MO,7046.0599999999995
29169,2010,MO,0
29169,2011,MO,38391.840000000004
29169,2013,MO,1879190.74
29169,2015,MO,619350.86
29169,2017,MO,2382341.6
29169,2018,MO,0
29169,2019,MO,0
29171,2019,MO,3122.06
29173,1979,MO,1532.5
29173,1981,MO,31660.59
29173,1983,MO,319.2
29173,1986,MO,0
29173,1993,MO,61000
29173,2001,MO,5001.93
29173,2004,MO,6299.66
29173,2008,MO,122259.78
29173,2010,MO,359089.91000000003
29173,2013,MO,23324.32
29173,2014,MO,19600.87
29173,2015,MO,0
29173,2018,MO,0
29173,2019,MO,246098.47000000003
29175,1999,MO,1988.42
29175,2002,MO,0
29175,2013,MO,0
29177,1978,MO,1965
29177,1985,MO,4702
29177,1990,MO,30109.98
29177,1992,MO,0
29177,1993,MO,1678624.44
29177,1995,MO,101164.36
29177,1996,MO,37674.130000000005
29177,1998,MO,151518.90000000002
29177,2000,MO,5509.32
29177,2001,MO,0
29177,2002,MO,1527.02
29177,2005,MO,6489.94
29177,2007,MO,36736.38
29177,2013,MO,0
29177,2015,MO,6780.74
29177,2018,MO,0
29179,1982,MO,9332.5
29179,1983,MO,8007.68
29179,1984,MO,12847.67
29179,1985,MO,0
29179,1993,MO,624683.6799999999
29179,1994,MO,1169.37
29179,1996,MO,1847.4
29179,1997,MO,0
29179,2002,MO,175619.87
29179,2003,MO,0
29179,2008,MO,475555.12
29179,2009,MO,34709.549999999996
29179,2011,MO,1230.64
29179,2017,MO,1313568.3
29181,1982,MO,12341.56
29181,1983,MO,27205.030000000002
29181,1984,MO,1243
29181,1985,MO,186568.84
29181,1993,MO,395517.96
29181,1997,MO,1506.99
29181,1999,MO,7541.63
29181,2002,MO,117289.19
29181,2003,MO,5661.59
29181,2004,MO,2853.53
29181,2006,MO,22383.85
29181,2008,MO,1376897.5899999999
29181,2009,MO,144059.99
29181,2011,MO,953328.45
29181,2013,MO,2181.24
29181,2015,MO,127047.51000000001
29181,2016,MO,112726.38
29181,2017,MO,9711278.75
29183,1978,MO,67285.28
29183,1979,MO,6335954.38
29183,1980,MO,688.77
29183,1981,MO,129274.09
29183,1982,MO,4951501
29183,1983,MO,5486005.44
29183,1984,MO,321035.58999999997
29183,1985,MO,1726370.95
29183,1986,MO,10297195.120000001
29183,1987,MO,12460.64
29183,1988,MO,4092.19
29183,1989,MO,30453.7
29183,1990,MO,1194460.52
29183,1991,MO,68372.88
29183,1992,MO,20074.98
29183,1993,MO,61343746.95
29183,1994,MO,288981.59
29183,1995,MO,5057150.9
29183,1996,MO,750364.6
29183,1997,MO,231442.37
29183,1998,MO,623857.55
29183,1999,MO,263495.39
29183,2000,MO,278776.92000000004
29183,2001,MO,1147383.59
29183,2002,MO,1091928.85
29183,2003,MO,58257.9
29183,2004,MO,68318.20999999999
29183,2005,MO,27882.53
29183,2006,MO,0
29183,2007,MO,11785
29183,2008,MO,15156024.240000002
29183,2009,MO,399481.74
29183,2010,MO,843847.42
29183,2011,MO,3139577.49
29183,2012,MO,0
29183,2013,MO,4916903.95
29183,2014,MO,832201.89
29183,2015,MO,5181556.14
29183,2016,MO,477333.31
29183,2017,MO,1088363.93
29183,2018,MO,597086.7
29183,2019,MO,13158856.66
29186,1978,MO,0
29186,1979,MO,698107.14
29186,1980,MO,363.5
29186,1981,MO,1648.1
29186,1982,MO,944692.06
29186,1983,MO,660266.29
29186,1984,MO,6087.41
29186,1985,MO,73336.45
29186,1986,MO,415208.13
29186,1990,MO,6824.51
29186,1992,MO,14883.26
29186,1993,MO,3097238.95
29186,1994,MO,41840.88
29186,1995,MO,336796.5
29186,1996,MO,11615.7
29186,1997,MO,4774.66
29186,1998,MO,9761.56
29186,1999,MO,22731.49
29186,2003,MO,11795.91
29186,2008,MO,4094.31
29186,2009,MO,82054.31
29186,2010,MO,14350.79
29186,2013,MO,35233.8
29186,2015,MO,389685.00999999995
29186,2016,MO,109228.69
29186,2017,MO,15637.689999999999
29186,2019,MO,42987.93
29187,1979,MO,2905.25
29187,1982,MO,1123.85
29187,1985,MO,41896.54
29187,1993,MO,181324.45
29187,1994,MO,4039.9599999999996
29187,1996,MO,51882.2
29187,1997,MO,37719.79
29187,1998,MO,18845.51
29187,1999,MO,67746.61
29187,2001,MO,9013.42
29187,2002,MO,58250.68
29187,2008,MO,247412.22
29187,2009,MO,219534.86000000002
29187,2011,MO,46068.17
29187,2013,MO,57244.72
29187,2015,MO,74580.93
29187,2016,MO,46592.25
29187,2017,MO,363561.14999999997
29187,2018,MO,87932.15
29187,2019,MO,17180.29
29189,1976,MO,34800
29189,1977,MO,565.6
29189,1978,MO,276988.48
29189,1979,MO,6329556.99
29189,1980,MO,145627.54
29189,1981,MO,551153.1699999999
29189,1982,MO,13741697.049999999
29189,1983,MO,4380059.59
29189,1984,MO,214209.76
29189,1985,MO,2607538.83
29189,1986,MO,1639468.34
29189,1987,MO,56723.75
29189,1988,MO,0
29189,1989,MO,3129.63
29189,1990,MO,458408.47
29189,1991,MO,1942326.48
29189,1992,MO,84543.2
29189,1993,MO,51337188.510000005
29189,1994,MO,18004514.28
29189,1995,MO,4159292.0700000003
29189,1996,MO,2169037.09
29189,1997,MO,19070.47
29189,1998,MO,280484.47000000003
29189,1999,MO,1056190.81
29189,2000,MO,1047105.59
29189,2001,MO,130097.06
29189,2002,MO,176958.61000000002
29189,2003,MO,947101.0800000001
29189,2004,MO,1778365.83
29189,2005,MO,390887.80000000005
29189,2006,MO,19443.11
29189,2007,MO,97974.82999999999
29189,2008,MO,40255343.02
29189,2009,MO,215788.52000000002
29189,2010,MO,199716.04
29189,2011,MO,2080617.2799999998
29189,2012,MO,0
29189,2013,MO,1452858.5899999999
29189,2014,MO,459908.35000000003
29189,2015,MO,25778861.6
29189,2016,MO,3933603.79
29189,2017,MO,13598959.2
29189,2018,MO,26028.030000000002
29189,2019,MO,1582327.35
29195,1982,MO,0
29195,1991,MO,0
29195,1993,MO,119566.45
29195,1994,MO,1298.16
29195,1995,MO,10460.47
29195,1998,MO,6023.81
29195,2008,MO,4257.22
29195,2019,MO,4557.49
29197,1985,MO,0
29201,1978,MO,1091.9
29201,1979,MO,219359.29
29201,1980,MO,0
29201,1981,MO,7797.490000000001
29201,1982,MO,185879.19
29201,1983,MO,114129.31
29201,1984,MO,1306.95
29201,1985,MO,586.6
29201,1986,MO,23449.29
29201,1988,MO,0
29201,1989,MO,56502.9
29201,1990,MO,0
29201,1991,MO,1458
29201,1993,MO,467048.24
29201,1994,MO,0
29201,1995,MO,361180.37
29201,1996,MO,0
29201,1997,MO,4834.04
29201,1998,MO,1032.26
29201,1999,MO,14245.29
29201,2001,MO,165938.88999999998
29201,2002,MO,121662.17000000001
29201,2003,MO,17247.600000000002
29201,2005,MO,0
29201,2006,MO,2745.81
29201,2007,MO,52781.65
29201,2008,MO,217179.71000000002
29201,2009,MO,16803.120000000003
29201,2010,MO,0
29201,2011,MO,1089499.32
29201,2012,MO,0
29201,2013,MO,152838.83000000002
29201,2014,MO,8561.33
29201,2015,MO,185467.15
29201,2016,MO,98592.3
29201,2017,MO,157237.4
29201,2018,MO,7865.01
29201,2019,MO,205604.94
29203,2008,MO,45320.86
29203,2009,MO,3569.71
29203,2011,MO,2723.3
29203,2017,MO,15400
29205,1981,MO,839.44
29205,2001,MO,17665.530000000002
29205,2008,MO,62907.75
29207,1979,MO,0
29207,1982,MO,5745.04
29207,1983,MO,5462.15
29207,1987,MO,723.35
29207,1989,MO,775.64
29207,1991,MO,2778
29207,1993,MO,15187.11
29207,1994,MO,764.1
29207,1995,MO,28100
29207,1997,MO,3901.1
29207,1999,MO,4297.78
29207,2002,MO,0
29207,2003,MO,114.44
29207,2006,MO,3409.3300000000004
29207,2008,MO,226247.09
29207,2009,MO,0
29207,2010,MO,0
29207,2011,MO,598171.3999999999
29207,2012,MO,6646.22
29207,2014,MO,6435.07
29207,2015,MO,15694.5
29207,2016,MO,0
29207,2017,MO,159006.43
29207,2019,MO,65000
29209,1990,MO,1298.78
29209,1992,MO,3156.19
29209,1993,MO,2293.93
29209,2002,MO,98916.85
29209,2008,MO,742801.78
29209,2010,MO,0
29209,2011,MO,109923.87000000001
29209,2015,MO,314308.09
29209,2017,MO,777389.18
29209,2018,MO,21158.61
29211,1982,MO,328.76
29211,1983,MO,808.56
29211,1996,MO,0
29213,1982,MO,6555.9400000000005
29213,1984,MO,10003.28
29213,1990,MO,2065.6
29213,1993,MO,47671.68
29213,1995,MO,1429.08
29213,2002,MO,0
29213,2004,MO,57635.56
29213,2008,MO,1783474.55
29213,2010,MO,4307.799999999999
29213,2011,MO,7477282.47
29213,2013,MO,611928.06
29213,2015,MO,5956229.319999999
29213,2016,MO,7845.56
29213,2017,MO,2591416.56
29213,2018,MO,0
29213,2019,MO,90656.8
29215,1979,MO,8031.8
29215,1980,MO,4123
29215,1983,MO,0
29215,1985,MO,13781.35
29215,1990,MO,39990.82
29215,1998,MO,231044.98
29215,2008,MO,423.21
29215,2010,MO,3054.81
29215,2011,MO,0
29215,2013,MO,13386.11
29215,2015,MO,0
29217,1993,MO,4936.47
29217,1994,MO,50273.51
29217,1995,MO,0
29217,2017,MO,6641.43
29217,2019,MO,17150.85
29219,1986,MO,97670.22
29219,1990,MO,11439.66
29219,1993,MO,949815.39
29219,1994,MO,14570.57
29219,1995,MO,203930.32
29219,2008,MO,2313.13
29219,2009,MO,98374.15
29219,2011,MO,66993.19
29219,2015,MO,0
29219,2017,MO,124436.44
29219,2019,MO,0
29221,1979,MO,30566.21
29221,1982,MO,59134.56999999999
29221,1983,MO,40891.28
29221,1984,MO,2952.8
29221,1985,MO,8771.060000000001
29221,1986,MO,26186.260000000002
29221,1993,MO,38157.58
29221,1994,MO,20817.09
29221,1997,MO,45011.979999999996
29221,2003,MO,0
29221,2005,MO,18956.66
29221,2009,MO,5725.92
29221,2014,MO,11469.37
29223,1982,MO,31194
29223,1983,MO,57741.43
29223,1989,MO,6500
29223,1993,MO,87486.43999999999
29223,1995,MO,0
29223,1998,MO,2194.7200000000003
29223,1999,MO,34500
29223,2002,MO,96292.69
29223,2005,MO,95149.06
29223,2008,MO,2041174.62
29223,2009,MO,0
29223,2011,MO,258162.72
29223,2015,MO,0
29223,2016,MO,21029.02
29223,2017,MO,581380.54
29223,2019,MO,0
29225,1978,MO,2710.15
29225,1983,MO,0
29225,1990,MO,1532.16
29225,2007,MO,75647.79
29225,2008,MO,106555.58
29225,2015,MO,101824.56
29229,1979,MO,0
29229,2008,MO,20000
29229,2013,MO,70599.47
29229,2015,MO,0
29229,2017,MO,376794.75
29229,2019,MO,896.2
29510,1978,MO,6113.85
29510,1979,MO,472087.77
29510,1980,MO,0
29510,1981,MO,8460.52
29510,1982,MO,229667.88
29510,1983,MO,73085.14
29510,1984,MO,5429.43
29510,1985,MO,14787.779999999999
29510,1986,MO,55321.33
29510,1987,MO,0
29510,1990,MO,6474.88
29510,1991,MO,0
29510,1992,MO,0
29510,1993,MO,4076842.4
29510,1994,MO,510606.07
29510,1995,MO,89846.32
29510,1996,MO,693698.62
29510,1997,MO,0
29510,1998,MO,36667.36
29510,2000,MO,4112.73
29510,2001,MO,9223.19
29510,2002,MO,9166.460000000001
29510,2003,MO,104406.63
29510,2004,MO,5375.87
29510,2005,MO,48061.29
29510,2006,MO,6217.14
29510,2008,MO,273566.2
29510,2009,MO,0
29510,2010,MO,306414.97
29510,2011,MO,237967.99
29510,2013,MO,108805.6
29510,2014,MO,1341.16
29510,2015,MO,178554.53
29510,2016,MO,110472.79
29510,2017,MO,79680.98999999999
29510,2019,MO,622527.68
30001,1982,MT,1604.29
30001,1984,MT,95
30001,1995,MT,0
30001,1998,MT,764.78
30001,2011,MT,0
30003,1978,MT,30115.7
30003,1979,MT,4949.66
30003,1995,MT,0
30003,2001,MT,297.47
30003,2011,MT,210001.36
30005,1978,MT,36308.76
30005,1979,MT,1749.54
30005,1982,MT,557.94
30005,1986,MT,4097
30005,1995,MT,5500
30005,1996,MT,495.05
30005,1997,MT,9452.29
30005,2002,MT,645.15
30005,2004,MT,1195.72
30005,2010,MT,0
30005,2011,MT,5971.7699999999995
30005,2018,MT,5292.280000000001
30007,2011,MT,6500.47
30009,1978,MT,6175.4
30009,1979,MT,20746.16
30009,1981,MT,6366.01
30009,1991,MT,3036.32
30009,1995,MT,31477.64
30009,1996,MT,22575.19
30009,1997,MT,67014.17
30009,2001,MT,2248.58
30009,2003,MT,4069.06
30009,2005,MT,4403.08
30009,2007,MT,36229.09
30009,2008,MT,13443
30009,2011,MT,99032.87999999999
30009,2014,MT,21877.52
30009,2018,MT,8764.33
30013,1975,MT,11500
30013,1978,MT,52825.68000000001
30013,1979,MT,21829.07
30013,1980,MT,15941.88
30013,1981,MT,150730.72999999998
30013,1982,MT,7805.36
30013,1986,MT,17934.58
30013,1989,MT,0
30013,1991,MT,0
30013,1995,MT,1090.18
30013,1996,MT,0
30013,1997,MT,66730.61
30013,1998,MT,0
30013,2005,MT,0
30013,2006,MT,5803.71
30013,2008,MT,0
30013,2009,MT,12212.68
30013,2010,MT,0
30013,2011,MT,212114.03
30013,2013,MT,17809.37
30013,2014,MT,19618.22
30013,2015,MT,0
30013,2016,MT,0
30013,2017,MT,0
30013,2018,MT,221665.8
30013,2019,MT,70121.71
30017,1978,MT,4638.16
30017,1979,MT,252238.53999999998
30017,1982,MT,0
30017,1983,MT,0
30017,1986,MT,0
30017,1991,MT,11421.15
30017,1993,MT,0
30017,1996,MT,0
30017,1997,MT,0
30017,2000,MT,0
30017,2001,MT,105427.33
30017,2004,MT,0
30017,2005,MT,0
30017,2006,MT,5287.62
30017,2007,MT,1165.37
30017,2011,MT,136825.9
30017,2012,MT,0
30017,2014,MT,3620.82
30017,2018,MT,4423.89
30021,1978,MT,2779.5599999999995
30021,1985,MT,0
30021,2011,MT,3863.6
30021,2014,MT,27952.79
30021,2018,MT,110014.51999999999
30023,1980,MT,0
30023,1983,MT,0
30023,1984,MT,0
30023,1995,MT,0
30023,1996,MT,3234.4
30023,1997,MT,413.07
30023,2019,MT,4636.32
30025,1978,MT,0
30027,1978,MT,1283
30027,1979,MT,6898.99
30027,1981,MT,0
30027,1982,MT,0
30027,2003,MT,35267.38
30027,2006,MT,0
30027,2007,MT,0
30027,2010,MT,1840.78
30027,2011,MT,198335.13999999998
30029,1979,MT,0
30029,1980,MT,6479.0599999999995
30029,1981,MT,1163.65
30029,1983,MT,280.35
30029,1989,MT,1084.45
30029,1990,MT,0
30029,1991,MT,1339.9099999999999
30029,1993,MT,0
30029,1996,MT,87353.27
30029,1997,MT,125439.12000000001
30029,1998,MT,0
30029,2011,MT,392547.88
30029,2012,MT,36490.24
30029,2013,MT,0
30029,2014,MT,0
30029,2015,MT,0
30029,2016,MT,4006.04
30029,2017,MT,6136.46
30029,2018,MT,24578.8
30031,1978,MT,0
30031,1979,MT,2654.35
30031,1981,MT,36656.520000000004
30031,1982,MT,10025.94
30031,1985,MT,2886.5200000000004
30031,1993,MT,6870.95
30031,1996,MT,25767.11
30031,1997,MT,63036.29
30031,1998,MT,16632.34
30031,2002,MT,1223.92
30031,2008,MT,97212.2
30031,2009,MT,0
30031,2010,MT,0
30031,2011,MT,31483
30031,2014,MT,0
30031,2018,MT,4979.74
30031,2019,MT,19799.989999999998
30033,2016,MT,0
30035,1978,MT,1172.69
30035,1997,MT,19241.51
30035,2012,MT,11451.74
30039,1981,MT,213.08
30039,1996,MT,0
30039,1998,MT,0
30039,2003,MT,0
30039,2010,MT,4305.89
30039,2011,MT,12415.48
30041,1978,MT,2894.5
30041,1979,MT,69
30041,1989,MT,410
30041,2011,MT,25787.44
30041,2013,MT,23767.31
30041,2015,MT,2456.76
30041,2018,MT,123.23
30043,2008,MT,1236.35
30043,2011,MT,5729.25
30047,1997,MT,23409.49
30047,2003,MT,2358.85
30047,2005,MT,0
30047,2014,MT,3602.58
30049,1978,MT,6617.74
30049,1979,MT,2000.99
30049,1980,MT,1336.75
30049,1981,MT,112599.58
30049,1982,MT,5905.46
30049,1983,MT,0
30049,1986,MT,8977.06
30049,1996,MT,26168.75
30049,1997,MT,539.36
30049,1998,MT,678
30049,2009,MT,0
30049,2010,MT,0
30049,2011,MT,93506.84999999999
30049,2014,MT,455.16
30049,2018,MT,175800.29
30049,2019,MT,2416.03
30051,1978,MT,0
30051,1996,MT,788.79
30051,2018,MT,6286.12
30053,1980,MT,3150.45
30053,1990,MT,68150
30053,1994,MT,7750.84
30053,1996,MT,176350.62
30053,1997,MT,33859.06
30053,1998,MT,1761.1
30053,1999,MT,18304.57
30053,2011,MT,28590.59
30053,2012,MT,1278.15
30053,2016,MT,36510.020000000004
30053,2018,MT,20151.95
30057,1979,MT,6590.2
30057,1984,MT,0
30057,1997,MT,6477.52
30057,2011,MT,13023.36
30057,2013,MT,0
30059,1996,MT,28324.82
30059,1997,MT,47426.119999999995
30061,1997,MT,10767.53
30063,1978,MT,366.32
30063,1980,MT,10516.25
30063,1981,MT,0
30063,1982,MT,13041.41
30063,1985,MT,0
30063,1986,MT,0
30063,1996,MT,151903.97
30063,1997,MT,207658.99
30063,1998,MT,0
30063,1999,MT,1754
30063,2001,MT,440.21
30063,2006,MT,3762.94
30063,2007,MT,0
30063,2009,MT,1824.93
30063,2011,MT,185764.68
30063,2014,MT,42482.93
30063,2015,MT,1872.48
30063,2016,MT,448.48
30063,2017,MT,11719.23
30063,2018,MT,307484.63
30063,2019,MT,8582.97
30065,1978,MT,0
30065,1979,MT,182757.64
30065,1980,MT,2407.72
30065,1991,MT,0
30065,2003,MT,4550.46
30065,2011,MT,915787.58
30065,2014,MT,114124.06999999999
30067,1978,MT,1439.08
30067,1979,MT,1287.88
30067,1981,MT,3023.5
30067,1982,MT,0
30067,1983,MT,8147
30067,1991,MT,2882.06
30067,1992,MT,12971.76
30067,1995,MT,0
30067,1996,MT,79316.23999999999
30067,1997,MT,546894.82
30067,2011,MT,69564.12
30067,2015,MT,18223.94
30067,2018,MT,15968.65
30071,1978,MT,47843.75
30071,1979,MT,12794.06
30071,1986,MT,33778.68
30071,1997,MT,34907.46
30071,2011,MT,9830.38
30071,2014,MT,0
30071,2016,MT,35628.51
30075,1978,MT,23598.63
30075,2002,MT,1783.15
30077,1981,MT,37108.69
30077,1995,MT,252.76
30077,2011,MT,30877.38
30081,1980,MT,1739
30081,1982,MT,1618.09
30081,1996,MT,750
30081,1997,MT,42620.46
30081,1998,MT,0
30081,2003,MT,15848.15
30081,2007,MT,0
30081,2008,MT,5065.33
30081,2011,MT,1817.95
30081,2014,MT,53445.369999999995
30081,2019,MT,0
30083,1978,MT,3020.92
30083,1979,MT,486.4
30083,1997,MT,2148.07
30083,2011,MT,58492.47
30083,2019,MT,11811.79
30085,1998,MT,10507.13
30085,2009,MT,0
30085,2011,MT,48637.82
30085,2013,MT,0
30087,1978,MT,2500
30087,1997,MT,7633.54
30087,2011,MT,0
30087,2014,MT,2082.38
30087,2018,MT,3236.09
30087,2019,MT,0
30089,1997,MT,222301.31
30089,2011,MT,1188.32
30091,1979,MT,72.89
30093,1997,MT,0
30093,2006,MT,2073.15
30093,2008,MT,752.51
30093,2011,MT,5419.18
30093,2014,MT,0
30093,2015,MT,0
30095,1978,MT,0
30095,1983,MT,2682.82
30095,1996,MT,0
30095,1997,MT,30219.3
30095,1998,MT,0
30095,2003,MT,0
30095,2005,MT,0
30095,2010,MT,0
30095,2011,MT,31940.11
30095,2015,MT,0
30095,2017,MT,2605
30095,2018,MT,17609.88
30097,1982,MT,415.66
30097,1997,MT,360744.53
30097,2011,MT,0
30097,2018,MT,0
30099,1991,MT,635
30099,2002,MT,791.46
30099,2011,MT,914
30099,2018,MT,28321.98
30105,1978,MT,219192.97
30105,1979,MT,151522.41
30105,1982,MT,296.8
30105,1985,MT,26223.04
30105,1986,MT,85309.4
30105,1996,MT,3854.9100000000003
30105,1997,MT,8962.41
30105,2000,MT,0
30105,2004,MT,0
30105,2005,MT,10479.11
30105,2007,MT,39062.39
30105,2011,MT,1022730.1900000001
30105,2014,MT,11029.36
30105,2019,MT,1069.19
30107,1979,MT,10518.189999999999
30107,1997,MT,5955.5999999999995
30107,2011,MT,2746.25
30107,2015,MT,819.94
30107,2018,MT,686.64
30109,1978,MT,4837
30109,2011,MT,72247.26
30111,1978,MT,183486.27
30111,1979,MT,37546.89
30111,1980,MT,429.16
30111,1981,MT,11299.78
30111,1982,MT,3565.43
30111,1989,MT,0
30111,1991,MT,49777.439999999995
30111,1994,MT,0
30111,1995,MT,329.3
30111,1996,MT,2234.8
30111,1997,MT,346462.1
30111,1998,MT,1704.11
30111,2001,MT,0
30111,2002,MT,0
30111,2003,MT,1162.47
30111,2004,MT,0
30111,2005,MT,4762.22
30111,2007,MT,3083.75
30111,2008,MT,9039.34
30111,2010,MT,20181.33
30111,2011,MT,331642.54000000004
30111,2012,MT,1000
30111,2013,MT,102117.66
30111,2014,MT,168691.80000000002
30111,2017,MT,6436.13
30111,2018,MT,164467.81
30111,2019,MT,0
31001,1977,NE,26756.69
31001,1978,NE,12773.060000000001
31001,1979,NE,673
31001,1982,NE,0
31001,1985,NE,3076.29
31001,1987,NE,0
31001,1993,NE,5945.94
31001,1994,NE,0
31001,1995,NE,0
31001,2000,NE,9544.76
31001,2004,NE,1447.49
31001,2005,NE,0
31001,2011,NE,0
31001,2015,NE,981.67
31001,2017,NE,226549.31
31001,2019,NE,0
31003,2010,NE,288677.32
31003,2013,NE,5553.8
31003,2015,NE,0
31003,2019,NE,112017.46
31011,1993,NE,812.29
31011,2007,NE,22178.22
31011,2010,NE,8518.57
31011,2019,NE,115520.70000000001
31013,2014,NE,0
31015,1995,NE,31987.3
31015,1997,NE,15204.12
31015,2010,NE,3798.49
31015,2011,NE,97105.62
31015,2019,NE,160607.53
31019,1984,NE,740.42
31019,1989,NE,0
31019,1993,NE,0
31019,1995,NE,292
31019,1998,NE,16461.63
31019,1999,NE,10582.9
31019,2005,NE,2497.68
31019,2007,NE,0
31019,2008,NE,4210.38
31019,2009,NE,2256.41
31019,2014,NE,0
31019,2019,NE,2857504.06
31021,1982,NE,2362.15
31021,1984,NE,0
31021,1999,NE,765.53
31021,2011,NE,739412.5700000001
31021,2014,NE,5457.71
31021,2018,NE,604.15
31021,2019,NE,228129.50999999998
31023,1982,NE,1438.44
31023,1984,NE,5919.62
31023,1993,NE,76515.2
31023,2001,NE,0
31023,2007,NE,67806.57
31023,2008,NE,56133.23
31023,2010,NE,2995.04
31023,2019,NE,83688.34
31025,1978,NE,1665.6999999999998
31025,1979,NE,7029.54
31025,1982,NE,87801.49
31025,1983,NE,0
31025,1984,NE,370955.71
31025,1985,NE,1175.8
31025,1987,NE,23696.699999999997
31025,1988,NE,0
31025,1989,NE,0
31025,1990,NE,81205.97
31025,1991,NE,0
31025,1993,NE,810283.4299999999
31025,1994,NE,0
31025,1996,NE,2973.7799999999997
31025,1999,NE,32936.119999999995
31025,2002,NE,1282.82
31025,2004,NE,28381.920000000002
31025,2008,NE,21780.059999999998
31025,2010,NE,297820.11000000004
31025,2011,NE,1316456.96
31025,2012,NE,0
31025,2013,NE,6136.54
31025,2015,NE,3437.99
31025,2019,NE,4556469.28
31027,2019,NE,23727.08
31029,1982,NE,3028.44
31033,1978,NE,411.32
31033,1979,NE,0
31033,1981,NE,0
31033,1984,NE,3006.62
31033,1986,NE,0
31033,1999,NE,0
31033,2009,NE,0
31033,2010,NE,69221.95999999999
31033,2011,NE,6788.37
31035,1992,NE,30798.49
31035,2012,NE,131164.95
31035,2017,NE,1561.21
31037,1979,NE,10303.119999999999
31037,1982,NE,5933.15
31037,1983,NE,380
31037,1984,NE,12686.84
31037,1986,NE,1958.8400000000001
31037,1990,NE,592.03
31037,1991,NE,368927.45
31037,1992,NE,76812.56
31037,1993,NE,41587.270000000004
31037,1994,NE,8188.34
31037,1996,NE,46633.33
31037,1999,NE,0
31037,2007,NE,0
31037,2008,NE,530433.3700000001
31037,2010,NE,132853.57
31037,2014,NE,20064.489999999998
31037,2016,NE,0
31037,2019,NE,305619.83
31039,1980,NE,0
31039,1992,NE,993.5
31039,1993,NE,5390.57
31039,1996,NE,0
31039,2007,NE,2626.86
31039,2010,NE,30077.09
31039,2019,NE,440389.98
31041,1989,NE,0
31041,2009,NE,0
31041,2010,NE,69883.23999999999
31041,2019,NE,5496.23
31043,1978,NE,981.93
31043,1979,NE,133
31043,1984,NE,0
31043,1993,NE,0
31043,1996,NE,7420.01
31043,1997,NE,658.57
31043,1998,NE,2210.6
31043,2005,NE,0
31043,2011,NE,547485.25
31043,2016,NE,628.64
31043,2019,NE,324963.91000000003
31047,1978,NE,1415
31047,1991,NE,157.18
31047,1993,NE,2320.14
31047,1995,NE,0
31047,1999,NE,334
31047,2005,NE,19710.67
31047,2008,NE,123097.91
31047,2010,NE,65880.95
31047,2013,NE,46448.840000000004
31047,2015,NE,2562.27
31047,2017,NE,10519.08
31047,2019,NE,183436.72
31049,2010,NE,12035.41
31049,2019,NE,0
31051,1979,NE,2819.92
31051,2019,NE,29883.41
31053,1978,NE,225549.11
31053,1979,NE,13659.07
31053,1980,NE,1691.3
31053,1981,NE,2027.56
31053,1982,NE,57203.450000000004
31053,1983,NE,19444.64
31053,1984,NE,606765.74
31053,1985,NE,180406.51
31053,1986,NE,0
31053,1987,NE,17059.15
31053,1988,NE,450
31053,1989,NE,0
31053,1990,NE,43604.89
31053,1991,NE,33291.509999999995
31053,1993,NE,190979.56
31053,1996,NE,199868.86
31053,1997,NE,169367.49
31053,1998,NE,27032.31
31053,1999,NE,16970.06
31053,2001,NE,1030.96
31053,2004,NE,1822.06
31053,2005,NE,5483.58
31053,2006,NE,7856.17
31053,2007,NE,93855.11
31053,2008,NE,21993.81
31053,2009,NE,37564.43
31053,2010,NE,725144.98
31053,2011,NE,11655.720000000001
31053,2014,NE,9743.71
31053,2015,NE,0
31053,2016,NE,171953.81
31053,2017,NE,0
31053,2018,NE,49078.57
31053,2019,NE,8411167.24
31055,1977,NE,80522.86
31055,1978,NE,788385.04
31055,1979,NE,109414.23
31055,1980,NE,71029.51000000001
31055,1981,NE,178
31055,1982,NE,202996.56
31055,1983,NE,28637.97
31055,1984,NE,895372
31055,1985,NE,12453
31055,1986,NE,0
31055,1987,NE,1056.75
31055,1988,NE,0
31055,1989,NE,58519.72
31055,1990,NE,97713.79000000001
31055,1991,NE,34240.54
31055,1992,NE,0
31055,1993,NE,491065.58999999997
31055,1994,NE,10891.78
31055,1995,NE,210.6
31055,1996,NE,81552.6
31055,1997,NE,150829.41
31055,1998,NE,20955.14
31055,1999,NE,230929.81
31055,2000,NE,0
31055,2001,NE,65720.45999999999
31055,2003,NE,11614.85
31055,2004,NE,234472.09999999998
31055,2007,NE,13147.67
31055,2008,NE,50552.31
31055,2010,NE,901999.7
31055,2011,NE,702704.22
31055,2012,NE,0
31055,2014,NE,54994.41
31055,2015,NE,0
31055,2016,NE,32855.840000000004
31055,2017,NE,0
31055,2018,NE,0
31055,2019,NE,7414816.989999999
31057,1984,NE,3018.51
31059,1983,NE,0
31059,1984,NE,25000
31061,1978,NE,790
31065,1979,NE,0
31065,2019,NE,0
31067,1978,NE,33.5
31067,1979,NE,9581.380000000001
31067,1983,NE,0
31067,1984,NE,1001702.41
31067,1986,NE,34873.43
31067,1987,NE,24041.37
31067,1993,NE,201157.51
31067,1995,NE,0
31067,2001,NE,2918.49
31067,2011,NE,0
31067,2015,NE,412226.47
