countycode,yearofloss,state,amount_paid
17201,2004,IL,8876.43
17201,2006,IL,3784895.07
17201,2007,IL,4820817.85
17201,2008,IL,9171935.86
17201,2009,IL,21130.44
17201,2010,IL,661276.38
17201,2013,IL,422343.98000000004
17201,2014,IL,1830.69
17201,2015,IL,38759.78
17201,2016,IL,0
17201,2017,IL,425030.39
17201,2018,IL,638744.13
17201,2019,IL,3258751.63
17203,1979,IL,690056.63
17203,1980,IL,3315.0699999999997
17203,1982,IL,475354.18
17203,1983,IL,18695.72
17203,1985,IL,367336.47
17203,1986,IL,0
17203,1990,IL,0
17203,1995,IL,12657.98
17203,1997,IL,123389.94
17203,1998,IL,2281.52
17203,2002,IL,5870.959999999999
17203,2008,IL,250917.44
17203,2009,IL,325110.63
17203,2011,IL,0
17203,2013,IL,2089179.48
17203,2015,IL,65501.64
17203,2017,IL,72828.73999999999
17203,2019,IL,62915.19
18001,1979,IN,15976.95
18001,1980,IN,10154.16
18001,1981,IN,989.65
18001,1982,IN,7740.18
18001,1985,IN,4802
18001,1986,IN,0
18001,1989,IN,3462.48
18001,1990,IN,4438.12
18001,1991,IN,500
18001,1992,IN,704
18001,1993,IN,421.5
18001,1996,IN,0
18001,1998,IN,5879.8
18001,1999,IN,0
18001,2003,IN,1117250.97
18001,2004,IN,14736.05
18001,2005,IN,0
18001,2008,IN,2548.36
18001,2011,IN,1817.03
18001,2015,IN,100580.40000000001
18001,2016,IN,0
18001,2019,IN,10000
18003,1978,IN,338232.34
18003,1979,IN,49880.97
18003,1980,IN,7871.67
18003,1981,IN,25673.82
18003,1982,IN,3449428.68
18003,1983,IN,21414.04
18003,1984,IN,1840.09
18003,1985,IN,813481.9099999999
18003,1986,IN,4577.889999999999
18003,1987,IN,0
18003,1988,IN,5109.9
18003,1989,IN,137798.86
18003,1990,IN,589198.1000000001
18003,1991,IN,346576.27
18003,1992,IN,36560.31
18003,1993,IN,13931.539999999999
18003,1995,IN,12855.07
18003,1996,IN,18883.56
18003,1997,IN,5416.28
18003,1998,IN,6099.04
18003,1999,IN,25117.27
18003,2000,IN,38365.740000000005
18003,2001,IN,1949.1
18003,2002,IN,350300.2
18003,2003,IN,3000189.19
18003,2004,IN,211519.48
18003,2005,IN,375958.99
18003,2006,IN,74156.66
18003,2007,IN,616.51
18003,2008,IN,610338.1399999999
18003,2009,IN,409559.73000000004
18003,2010,IN,177484.26
18003,2011,IN,462920.77
18003,2013,IN,3212266.45
18003,2014,IN,42070.71
18003,2015,IN,604317.76
18003,2016,IN,53680.979999999996
18003,2017,IN,118940.55
18003,2018,IN,15589.65
18005,1978,IN,5727
18005,1979,IN,7982.240000000001
18005,1980,IN,1322.3
18005,1981,IN,12272.83
18005,1982,IN,532.42
18005,1984,IN,0
18005,1988,IN,1083.48
18005,1990,IN,36529.33
18005,1993,IN,27635.629999999997
18005,1994,IN,0
18005,1996,IN,61582.77
18005,1997,IN,10481.78
18005,1998,IN,453336.08
18005,1999,IN,8907.11
18005,2000,IN,0
18005,2002,IN,15952.720000000001
18005,2003,IN,17874.45
18005,2004,IN,64157.3
18005,2005,IN,177856.59
18005,2006,IN,795.63
18005,2007,IN,0
18005,2008,IN,12242107.8
18005,2009,IN,32200
18005,2011,IN,119951.60999999999
18005,2013,IN,27117.34
18005,2014,IN,0
18005,2015,IN,232744.16
18005,2018,IN,6220.29
18005,2019,IN,48851.66
18009,1981,IN,0
18009,1992,IN,0
18009,1993,IN,1516.19
18009,2008,IN,0
18011,1979,IN,11304.28
18011,1981,IN,363.72
18011,1986,IN,0
18011,1989,IN,1309.6100000000001
18011,1990,IN,1354
18011,1992,IN,0
18011,1993,IN,37855.549999999996
18011,1997,IN,0
18011,1998,IN,1423.6
18011,2002,IN,3244.22
18011,2003,IN,0
18011,2004,IN,0
18011,2005,IN,0
18011,2009,IN,3636.69
18011,2011,IN,23177.14
18011,2013,IN,504665.88
18011,2014,IN,5982.889999999999
18011,2017,IN,59715.08
18013,1979,IN,11642.32
18013,1981,IN,10923.33
18013,1982,IN,3980.75
18013,1984,IN,0
18013,1985,IN,0
18013,1989,IN,9699.25
18013,1990,IN,23381.57
18013,1991,IN,0
18013,1993,IN,52060.65
18013,1994,IN,0
18013,1995,IN,0
18013,1996,IN,32299.99
18013,1998,IN,3840.17
18013,1999,IN,9303.84
18013,2000,IN,17996.65
18013,2001,IN,1472.43
18013,2003,IN,2030.27
18013,2004,IN,18579.26
18013,2005,IN,30961.05
18013,2006,IN,27477.01
18013,2007,IN,1526.04
18013,2008,IN,2038503.96
18013,2009,IN,929.4
18013,2010,IN,6431.08
18013,2013,IN,99970.96
18013,2014,IN,11050.56
18013,2015,IN,1220605.68
18013,2017,IN,32639.71
18013,2019,IN,707166.44
18015,1979,IN,520.3199999999999
18015,1981,IN,27192.510000000002
18015,1982,IN,5256
18015,1983,IN,1660.57
18015,1984,IN,0
18015,1985,IN,57832.11
18015,1989,IN,68177.89
18015,1990,IN,36796.14
18015,1991,IN,6262.84
18015,1993,IN,70865.08
18015,1994,IN,130009.44
18015,1997,IN,0
18015,1998,IN,48341.37
18015,2003,IN,712770.95
18015,2005,IN,49145.46
18015,2008,IN,8538369.46
18015,2009,IN,2979956.62
18015,2011,IN,8962.11
18015,2013,IN,463833.75
18015,2014,IN,856.49
18015,2015,IN,114240.47
18015,2017,IN,54026.64
18015,2018,IN,3569712.8699999996
18017,1980,IN,2159
18017,1981,IN,365
18017,1982,IN,0
18017,1989,IN,760
18017,1990,IN,4008.51
18017,1991,IN,0
18017,1998,IN,30584.86
18017,2003,IN,88144.51000000001
18017,2004,IN,0
18017,2005,IN,606.84
18017,2007,IN,0
18017,2008,IN,0
18017,2009,IN,374048.35
18017,2013,IN,263963.78
18017,2014,IN,29607.22
18017,2015,IN,46421.340000000004
18019,1977,IN,341.52
18019,1978,IN,117615.39
18019,1979,IN,18298.31
18019,1980,IN,7204.75
18019,1981,IN,2685.39
18019,1982,IN,3787.2
18019,1983,IN,41098.35
18019,1984,IN,714.35
18019,1985,IN,0
18019,1988,IN,0
18019,1989,IN,36641.420000000006
18019,1990,IN,55574.719999999994
18019,1991,IN,122847.97
18019,1992,IN,49714.09
18019,1993,IN,0
18019,1994,IN,12680.509999999998
18019,1995,IN,24052.03
18019,1996,IN,208713.37
18019,1997,IN,4311511.2
18019,1998,IN,32220.37
18019,2000,IN,60465.85
18019,2001,IN,51804.57
18019,2002,IN,13136.75
18019,2004,IN,141350.36
18019,2005,IN,71672.15
18019,2006,IN,410784.1
18019,2008,IN,41996.729999999996
18019,2009,IN,931454.08
18019,2010,IN,8798.93
18019,2011,IN,897293.8700000001
18019,2012,IN,0
18019,2013,IN,11443
18019,2014,IN,43559.729999999996
18019,2015,IN,925884.26
18019,2016,IN,0
18019,2017,IN,27515.76
18019,2018,IN,4044317.57
18019,2019,IN,31305.93
18021,1985,IN,2375
18021,2005,IN,3162.72
18021,2006,IN,0
18021,2007,IN,1720.07
18021,2008,IN,322762.38
18021,2011,IN,9623.74
18021,2013,IN,107697.24
18021,2015,IN,0
18021,2016,IN,21814.73
18023,1981,IN,429.2
18023,1983,IN,3128.34
18023,1989,IN,4808.6
18023,1997,IN,1872.05
18023,2003,IN,26405.59
18023,2004,IN,70244.06999999999
18023,2006,IN,596.04
18023,2009,IN,6388.3
18023,2010,IN,56587.41
18023,2013,IN,201126.8
18023,2014,IN,0
18025,1979,IN,171987.62
18025,1981,IN,0
18025,1982,IN,7994.990000000001
18025,1983,IN,8084.22
18025,1990,IN,680019.3200000001
18025,1991,IN,624.39
18025,1995,IN,1065
18025,1996,IN,109779.01000000001
18025,1997,IN,40492.86
18025,1999,IN,21596.64
18025,2000,IN,49821.91
18025,2004,IN,5861.13
18025,2006,IN,44669.9
18025,2008,IN,330940.51999999996
18025,2009,IN,47588.3
18025,2011,IN,111291.95
18025,2014,IN,53410.28
18025,2015,IN,39275.74
18025,2017,IN,40000
18025,2018,IN,403447.01
18025,2019,IN,10732.52
18027,1990,IN,1772.01
18027,2005,IN,0
18027,2008,IN,77209.61
18029,1978,IN,47473.39
18029,1979,IN,7609.63
18029,1981,IN,0
18029,1990,IN,5207.59
18029,1991,IN,0
18029,1995,IN,3415.83
18029,1996,IN,38282.66
18029,1997,IN,1024174.99
18029,1998,IN,42059.44
18029,2001,IN,0
18029,2002,IN,24266.95
18029,2003,IN,0
18029,2004,IN,42454.97
18029,2006,IN,17685.81
18029,2007,IN,0
18029,2008,IN,18202.07
18029,2010,IN,8556.89
18029,2011,IN,3506.92
18029,2012,IN,3822.63
18029,2018,IN,408415.81
18029,2019,IN,83238.59
18031,1978,IN,251.8
18031,1987,IN,0
18031,1995,IN,61609.76
18031,1997,IN,10526.84
18031,1998,IN,15687.26
18031,2004,IN,1656.23
18031,2008,IN,380907.19999999995
18031,2009,IN,88793.59999999999
18031,2016,IN,12478.45
18031,2017,IN,1924.31
18033,1978,IN,313.76
18033,1980,IN,0
18033,1981,IN,0
18033,1982,IN,148007.82
18033,1983,IN,218.8
18033,1985,IN,17903.22
18033,1990,IN,4699.64
18033,1996,IN,4734.12
18033,2001,IN,0
18033,2008,IN,184247.3
18033,2009,IN,1136134.6600000001
18035,1978,IN,3223.49
18035,1979,IN,44156.630000000005
18035,1980,IN,17779.1
18035,1981,IN,2354.35
18035,1982,IN,14631.919999999998
18035,1983,IN,0
18035,1985,IN,68742.67
18035,1987,IN,100805.75
18035,1988,IN,0
18035,1989,IN,41677.77
18035,1990,IN,116729.82
18035,1991,IN,761.26
18035,1992,IN,170230.96
18035,1993,IN,130374.06
18035,1994,IN,2160.4
18035,1995,IN,0
18035,1996,IN,25490.940000000002
18035,1998,IN,0
18035,2002,IN,7164.750000000001
18035,2003,IN,579956.0700000001
18035,2005,IN,118784.54000000001
18035,2006,IN,0
18035,2007,IN,7502.8
18035,2008,IN,22808.85
18035,2010,IN,0
18035,2011,IN,545483.23
18035,2013,IN,257107.91
18035,2014,IN,10279.56
18035,2015,IN,264126.16000000003
18035,2016,IN,47914.31
18035,2017,IN,38301.82
18035,2018,IN,8597.79
18035,2019,IN,43515.69
18037,1979,IN,1008.9
18037,1980,IN,3143.56
18037,1984,IN,0
18037,1989,IN,0
18037,2011,IN,3501.99
18037,2014,IN,4129.91
18037,2017,IN,187397.97999999998
18037,2018,IN,33310.729999999996
18037,2019,IN,4788.33
18039,1978,IN,9341.98
18039,1979,IN,21115.73
18039,1980,IN,9105.26
18039,1981,IN,70696.86
18039,1982,IN,175611.32
18039,1985,IN,105611.73999999999
18039,1989,IN,22626.659999999996
18039,1990,IN,62675.06
18039,1991,IN,16755.7
18039,1992,IN,6003.86
18039,1993,IN,50165.21
18039,1996,IN,157980.07
18039,1998,IN,503.23
18039,2001,IN,0
18039,2002,IN,49479.229999999996
18039,2004,IN,43082.46
18039,2005,IN,30586.04
18039,2006,IN,30762.49
18039,2007,IN,5818.64
18039,2008,IN,311351.57
18039,2009,IN,4117.99
18039,2011,IN,854.13
18039,2012,IN,0
18039,2013,IN,12415.83
18039,2014,IN,0
18039,2015,IN,12584.28
18039,2016,IN,7119.43
18039,2018,IN,2524978.5300000003
18039,2019,IN,28040.96
18041,1980,IN,2385.6699999999996
18041,1997,IN,2152.92
18041,1998,IN,34239.87
18041,2001,IN,22043.19
18041,2002,IN,498.46
18041,2010,IN,10005.95
18041,2018,IN,3804.86
18041,2019,IN,58461.2
18043,1978,IN,18537.27
18043,1979,IN,2119.58
18043,1980,IN,2144.84
18043,1983,IN,7666.780000000001
18043,1985,IN,3037.89
18043,1988,IN,0
18043,1989,IN,10894.550000000001
18043,1990,IN,34558.630000000005
18043,1991,IN,28539.58
18043,1992,IN,108561.26000000001
18043,1993,IN,0
18043,1994,IN,0
18043,1995,IN,1555.77
18043,1996,IN,34250
18043,1997,IN,716356.53
18043,1999,IN,0
18043,2000,IN,29407.620000000003
18043,2004,IN,3351.56
18043,2005,IN,8972.2
18043,2006,IN,750919.1
18043,2007,IN,0
18043,2009,IN,582546.34
18043,2010,IN,14089.47
18043,2011,IN,239868.38999999998
18043,2012,IN,0
18043,2013,IN,1216.68
18043,2014,IN,38869.26
18043,2015,IN,43724.36
18043,2016,IN,43779
18043,2017,IN,31076.54
18043,2018,IN,642805.6599999999
18045,1978,IN,0
18045,1979,IN,727.4200000000001
18045,1988,IN,4375
18045,1989,IN,25000
18045,2003,IN,4583.52
18045,2005,IN,0
18045,2013,IN,21406.89
18047,1983,IN,2748.3500000000004
18047,1985,IN,13284.96
18047,1990,IN,19439
18047,1993,IN,24500
18047,1995,IN,0
18047,1996,IN,159605.23
18047,1998,IN,25149.08
18047,2001,IN,1543.71
18047,2003,IN,0
18047,2004,IN,90330.70999999999
18047,2005,IN,8952.42
18047,2008,IN,82448.04000000001
18047,2009,IN,29716.92
18047,2010,IN,0
18047,2012,IN,3134.43
18047,2016,IN,136262.18
18047,2018,IN,0
18049,1981,IN,120800.24
18049,1982,IN,244855.07
18049,1985,IN,180412.25
18049,1990,IN,274815.53
18049,1991,IN,0
18049,1993,IN,14461.95
18049,1998,IN,7210.73
18049,2001,IN,0
18049,2002,IN,6429.35
18049,2005,IN,38727.740000000005
18049,2008,IN,605721.2899999999
18049,2009,IN,641576.8999999999
18049,2011,IN,25909.12
18049,2013,IN,31850.71
18049,2018,IN,213358.67
18051,1979,IN,23807.9
18051,1981,IN,2742
18051,1982,IN,0
18051,1989,IN,9995.689999999999
18051,1999,IN,8331.31
18051,2001,IN,12943.460000000001
18051,2005,IN,43100.08
18051,2006,IN,1331.24
18051,2008,IN,115222.96
18051,2011,IN,204046.22999999998
18051,2013,IN,30718.43
18051,2017,IN,45000
18051,2019,IN,3094.41
18053,1980,IN,1643.88
18053,1982,IN,20459.51
18053,1985,IN,8626.18
18053,1989,IN,0
18053,1990,IN,154785.97
18053,1992,IN,138436.94
18053,1993,IN,22158.07
18053,1996,IN,2074.27
18053,1997,IN,49377.9
18053,1998,IN,355130.29000000004
18053,1999,IN,45960.75
18053,2002,IN,0
18053,2003,IN,140379.09999999998
18053,2005,IN,44889.92
18053,2007,IN,19233.05
18053,2008,IN,14116.44
18053,2011,IN,39773.4
18053,2013,IN,538260.78
18053,2014,IN,124356.48
18053,2017,IN,6171.29
18053,2018,IN,1578.13
18055,1995,IN,24486.45
18055,2008,IN,80584.28
18055,2011,IN,0
18055,2013,IN,1827.24
18055,2019,IN,8303.36
18057,1978,IN,16956.97
18057,1979,IN,71158.13
18057,1980,IN,9016.59
18057,1982,IN,0
18057,1983,IN,0
18057,1985,IN,13711.720000000001
18057,1986,IN,6826.49
18057,1989,IN,27102.690000000002
18057,1990,IN,410099
18057,1991,IN,21520.54
18057,1992,IN,30927.91
18057,1993,IN,43550.79
18057,1996,IN,7640.76
18057,1997,IN,0
18057,1998,IN,30609.47
18057,1999,IN,70460.73
18057,2002,IN,64879.62
18057,2003,IN,921426.9299999999
18057,2005,IN,364296.48
18057,2007,IN,44138.52
18057,2008,IN,114047.44
18057,2009,IN,1428.46
18057,2010,IN,13975.970000000001
18057,2011,IN,373110.54000000004
18057,2013,IN,1012515.0900000001
18057,2014,IN,45011.4
18057,2015,IN,14593.37
18057,2016,IN,9355.52
18057,2017,IN,131747.27000000002
18057,2018,IN,3397.73
18057,2019,IN,5082.21
18059,1978,IN,1861.6299999999999
18059,1979,IN,0
18059,1980,IN,5304.07
18059,1986,IN,406
18059,1990,IN,0
18059,1992,IN,42820.87
18059,1993,IN,72758.14
18059,1996,IN,0
18059,1998,IN,1593.35
18059,2000,IN,3220.62
18059,2001,IN,0
18059,2002,IN,50751.53
18059,2003,IN,2889.1099999999997
18059,2004,IN,0
18059,2005,IN,58909.5
18059,2006,IN,1475.16
18059,2008,IN,317707.98
18059,2010,IN,19343.49
18059,2011,IN,1409
18059,2013,IN,414663.98000000004
18059,2018,IN,1201.25
18059,2019,IN,6492.51
18061,1978,IN,6628.64
18061,1979,IN,62305.8
18061,1983,IN,804.03
18061,1987,IN,7957
18061,1988,IN,0
18061,1989,IN,1116.02
18061,1990,IN,22363.32
18061,1995,IN,4118.65
18061,1996,IN,119621.24
18061,1997,IN,783561.97
18061,2000,IN,25561.679999999997
18061,2004,IN,7626.25
18061,2005,IN,45749.990000000005
18061,2006,IN,72576.38
18061,2008,IN,354612.62
18061,2009,IN,0
18061,2011,IN,244183.22
18061,2015,IN,135081.64
18061,2017,IN,4707.12
18061,2018,IN,1343877.53
18061,2019,IN,102285.11
18063,1979,IN,6360.39
18063,1986,IN,1431.25
18063,1989,IN,3302.01
18063,1990,IN,0
18063,1993,IN,2680.96
18063,1998,IN,3696.81
18063,2002,IN,1852.42
18063,2003,IN,95547.14
18063,2004,IN,7718.43
18063,2008,IN,72161.34999999999
18063,2010,IN,89134.63
18063,2011,IN,3161.42
18063,2013,IN,245636.62
18063,2015,IN,128637.36000000002
18063,2019,IN,0
18065,1992,IN,22143
18065,2000,IN,850.85
18065,2002,IN,0
18065,2006,IN,8111.82
18065,2010,IN,31496
18065,2014,IN,5918.73
18065,2015,IN,7508.39
18065,2017,IN,5378.22
18067,1980,IN,29357.57
18067,1982,IN,7054.67
18067,1983,IN,3891.5899999999997
18067,1985,IN,33695.869999999995
18067,1987,IN,0
18067,1989,IN,0
18067,1990,IN,332518.96
18067,1992,IN,53816.57000000001
18067,1995,IN,0
18067,1996,IN,0
18067,1997,IN,14908.93
18067,1998,IN,470757.56
18067,1999,IN,644190.7100000001
18067,2003,IN,1763135.29
18067,2004,IN,1816.82
18067,2005,IN,124774
18067,2006,IN,0
18067,2007,IN,0
18067,2008,IN,60355
18067,2009,IN,2503.79
18067,2011,IN,4220.62
18067,2013,IN,5474916.17
18067,2017,IN,79914.92
18067,2018,IN,732.36
18069,1980,IN,2716.64
18069,1981,IN,327.4
18069,1982,IN,1816.14
18069,1984,IN,1705.15
18069,1985,IN,3388.53
18069,1989,IN,0
18069,1990,IN,5084.44
18069,1991,IN,3006.97
18069,1992,IN,813.27
18069,1995,IN,1231.63
18069,1996,IN,169229.83
18069,1998,IN,57581.06
18069,1999,IN,50263.63
18069,2002,IN,13859.61
18069,2003,IN,82778.2
18069,2008,IN,5846.68
18069,2009,IN,15811.380000000001
18069,2011,IN,98356.18
18069,2013,IN,157325.09
18069,2014,IN,31953.78
18069,2015,IN,374369.15
18069,2017,IN,4016.38
18069,2019,IN,2968.48
18071,1982,IN,9896.63
18071,1983,IN,0
18071,1987,IN,0
18071,1990,IN,1089.52
18071,1992,IN,1810.07
18071,1995,IN,1425.76
18071,1996,IN,2022.81
18071,1997,IN,0
18071,2001,IN,24221.15
18071,2002,IN,1137.28
18071,2004,IN,18923.03
18071,2005,IN,65383.21
18071,2006,IN,0
18071,2008,IN,511591.29
18071,2009,IN,87489.28
18071,2011,IN,29261.47
18071,2013,IN,17741.16
18071,2015,IN,163342.6
18071,2017,IN,11749.91
18071,2019,IN,65492.25
18073,1978,IN,415
18073,1979,IN,1600
18073,1981,IN,2779.42
18073,1982,IN,6101.44
18073,1985,IN,130.41
18073,1989,IN,20832.86
18073,1994,IN,9163.08
18073,1998,IN,12730.23
18073,2003,IN,147524.33000000002
18073,2005,IN,0
18073,2008,IN,559560.1
18073,2009,IN,41947.44
18073,2011,IN,696.18
18073,2015,IN,135256.85
18073,2016,IN,0
18073,2018,IN,648591.07
18075,1990,IN,0
18075,1998,IN,0
18075,2003,IN,8674.95
18075,2005,IN,2610.54
18075,2008,IN,4926.68
18075,2011,IN,225595.6
18075,2013,IN,4680.27
18075,2014,IN,45000
18075,2015,IN,227575.36000000002
18077,1977,IN,0
18077,1978,IN,15503.28
18077,1979,IN,32150.1
18077,1985,IN,500
18077,1989,IN,0
18077,1990,IN,8935.39
18077,1991,IN,50892.05
18077,1992,IN,7883.110000000001
18077,1996,IN,12079.79
18077,1997,IN,1377754.8399999999
18077,2002,IN,25743.190000000002
18077,2003,IN,3660.4
18077,2005,IN,8565.47
18077,2008,IN,43936.79
18077,2009,IN,94785.12000000001
18077,2011,IN,65337.83
18077,2013,IN,33860.3
18077,2015,IN,491103.4
18077,2017,IN,13333.09
18077,2018,IN,1181413.76
18079,1979,IN,23350.3
18079,1982,IN,7392.99
18079,1997,IN,16475.13
18079,2002,IN,7213.7699999999995
18079,2009,IN,26655.03
18079,2011,IN,21136.02
18079,2015,IN,0
18081,1978,IN,337
18081,1979,IN,14322.79
18081,1980,IN,0
18081,1981,IN,1972.6100000000001
18081,1982,IN,0
18081,1985,IN,1708
18081,1986,IN,2476.8
18081,1990,IN,45678.88
18081,1992,IN,0
18081,1993,IN,88820.37999999999
18081,1994,IN,0
18081,1996,IN,51880.520000000004
18081,1997,IN,2121.97
18081,1998,IN,22669.18
18081,1999,IN,0
18081,2001,IN,7290.14
18081,2002,IN,24296.94
18081,2004,IN,1722.47
18081,2005,IN,74238.73
18081,2007,IN,2670.36
18081,2008,IN,11204680.59
18081,2009,IN,35562.48
18081,2010,IN,2154.84
18081,2011,IN,6261.5599999999995
18081,2013,IN,208866.63
18081,2014,IN,0
18081,2015,IN,168260.91999999998
18081,2016,IN,1792.43
18081,2017,IN,500643.66
18081,2018,IN,2076.85
18081,2019,IN,3398.63
18083,1979,IN,693.95
18083,1981,IN,915.68
18083,1982,IN,0
18083,1983,IN,3983.08
18083,1985,IN,24665
18083,1990,IN,22355.55
18083,1991,IN,15523.48
18083,1993,IN,45157.02
18083,1995,IN,46600.64
18083,1996,IN,8500
18083,1998,IN,40211.42
18083,2000,IN,10114.5
18083,2001,IN,0
18083,2002,IN,41810.100000000006
18083,2005,IN,97112.94
18083,2006,IN,4062.86
18083,2008,IN,261022.51
18083,2009,IN,0
18083,2011,IN,146338.12
18083,2013,IN,62168.119999999995
18083,2016,IN,30828.24
18083,2017,IN,0
18083,2019,IN,0
18085,1978,IN,12065.42
18085,1979,IN,0
18085,1980,IN,3693.64
18085,1981,IN,122935.76
18085,1982,IN,290283.44
18085,1983,IN,0
18085,1984,IN,4041.46
18085,1985,IN,137567.18
18085,1986,IN,4382.05
18085,1988,IN,0
18085,1989,IN,6331.719999999999
18085,1990,IN,71263.75
18085,1991,IN,31644.89
18085,1992,IN,0
18085,1993,IN,19851.57
18085,1994,IN,435.21
18085,1996,IN,46302.2
18085,1997,IN,43241.64
18085,1998,IN,27274.019999999997
18085,1999,IN,6672.87
18085,2000,IN,0
18085,2001,IN,17404.08
18085,2002,IN,0
18085,2004,IN,3126.98
18085,2005,IN,20616.93
18085,2008,IN,584828.78
18085,2009,IN,2249253.78
18085,2010,IN,0
18085,2011,IN,44270.5
18085,2013,IN,321576.43
18085,2015,IN,13289.32
18085,2016,IN,0
18085,2017,IN,0
18085,2018,IN,387468.17
18085,2019,IN,10062.41
18087,1982,IN,0
18087,1997,IN,17597.059999999998
18087,1998,IN,6989.84
18087,2006,IN,34853.29
18087,2007,IN,0
18087,2008,IN,64673.74
18087,2009,IN,3269.73
18087,2011,IN,11794.39
18087,2014,IN,476.39
18087,2015,IN,15947.07
18087,2017,IN,30717.59
18087,2018,IN,429519.25
18087,2019,IN,0
18089,1977,IN,0
18089,1978,IN,27544.34
18089,1979,IN,72086.2
18089,1980,IN,26677.809999999998
18089,1981,IN,636719.37
18089,1982,IN,202901.3
18089,1983,IN,160498.9
18089,1984,IN,0
18089,1985,IN,47612.03
18089,1986,IN,0
18089,1987,IN,11745.03
18089,1988,IN,0
18089,1989,IN,116241.5
18089,1990,IN,4361808.319999999
18089,1991,IN,0
18089,1992,IN,0
18089,1993,IN,27110.45
18089,1994,IN,0
18089,1995,IN,15490.08
18089,1996,IN,120718.28
18089,1997,IN,24275.899999999998
18089,1998,IN,28481.92
18089,1999,IN,6221.62
18089,2000,IN,17590.129999999997
18089,2001,IN,3218.7599999999998
18089,2002,IN,3367.55
18089,2003,IN,23368.54
18089,2004,IN,9422.11
18089,2005,IN,4709.539999999999
18089,2006,IN,6882618.58
18089,2007,IN,1824393.87
18089,2008,IN,33093440.080000002
18089,2009,IN,20554.370000000003
18089,2010,IN,38486.08
18089,2011,IN,28926.239999999998
18089,2012,IN,3543.9700000000003
18089,2013,IN,71950.57
18089,2014,IN,254582.72999999998
18089,2015,IN,43399.13
18089,2016,IN,1504.5100000000002
18089,2017,IN,0
18089,2018,IN,691869.83
18089,2019,IN,142924.01
18091,1978,IN,0
18091,1979,IN,35867.66
18091,1980,IN,0
18091,1981,IN,20957
18091,1982,IN,86837.28
18091,1983,IN,71369.17
18091,1984,IN,18988
18091,1985,IN,6596.76
18091,1986,IN,1008.46
18091,1987,IN,0
18091,1990,IN,19099.84
18091,1991,IN,3527.06
18091,1993,IN,236258.88
18091,1994,IN,33650.47
18091,1995,IN,0
18091,1996,IN,40168.53
18091,1997,IN,484.55
18091,1998,IN,11316.25
18091,2000,IN,0
18091,2001,IN,0
18091,2002,IN,119205.58
18091,2005,IN,7730.67
18091,2006,IN,0
18091,2007,IN,0
18091,2008,IN,97356.31
18091,2009,IN,19778.17
18091,2010,IN,0
18091,2011,IN,0
18091,2016,IN,774.17
18091,2017,IN,0
18091,2018,IN,92226.83
18093,1979,IN,13169.800000000001
18093,1982,IN,11795.02
18093,1983,IN,639.4
18093,1987,IN,730
18093,1992,IN,24126.2
18093,1993,IN,23845.510000000002
18093,1995,IN,27306.65
18093,1996,IN,45900.6
18093,1998,IN,81987.09
18093,2002,IN,9319.07
18093,2005,IN,418254.57999999996
18093,2006,IN,22430.05
18093,2008,IN,72919.54000000001
18093,2010,IN,94151.11
18093,2013,IN,7660.62
18093,2015,IN,925.78
18095,1978,IN,710
18095,1979,IN,360.69
18095,1980,IN,38090.84
18095,1981,IN,72416.48999999999
18095,1983,IN,34134.78
18095,1985,IN,44039.86
18095,1986,IN,3957.71
18095,1989,IN,203036.97
18095,1990,IN,283938.91000000003
18095,1991,IN,500
18095,1992,IN,467273.6
18095,1993,IN,85218.32
18095,1994,IN,36968.83
18095,1998,IN,19383.32
18095,1999,IN,5050.57
18095,2000,IN,16195.3
18095,2001,IN,1177.85
18095,2002,IN,8595.94
18095,2003,IN,421859.93000000005
18095,2005,IN,313225.59
18095,2007,IN,14695.849999999999
18095,2008,IN,23503.21
18095,2009,IN,0
18095,2010,IN,12072.88
18095,2011,IN,126261.01999999999
18095,2012,IN,11739.67
18095,2013,IN,616162.16
18095,2014,IN,13204.02
18095,2015,IN,30128.370000000003
18095,2017,IN,230417.54
18095,2019,IN,40926.909999999996
18097,1977,IN,602.6
18097,1978,IN,315191.20999999996
18097,1979,IN,85361.29
18097,1980,IN,35172.12
18097,1981,IN,32638.059999999998
18097,1982,IN,15465.33
18097,1983,IN,6737.48
18097,1984,IN,1357.81
18097,1985,IN,191221.94
18097,1986,IN,54148.46
18097,1987,IN,14665.79
18097,1988,IN,2588.29
18097,1989,IN,116827.73999999999
18097,1990,IN,1416182.77
18097,1991,IN,81102.72
18097,1992,IN,81621.17
18097,1993,IN,305058.55
18097,1994,IN,56324.35
18097,1995,IN,530
18097,1996,IN,34266.93
18097,1997,IN,19814.83
18097,1998,IN,118670.03
18097,1999,IN,258097.38
18097,2000,IN,20973.54
18097,2001,IN,8026.889999999999
18097,2002,IN,207911.13999999998
18097,2003,IN,3081511.66
18097,2004,IN,58872.56999999999
18097,2005,IN,1719530.9
18097,2006,IN,204477.41
18097,2007,IN,145773.47999999998
18097,2008,IN,2181571.47
18097,2009,IN,446056.86
18097,2010,IN,226604.86
18097,2011,IN,1873986.79
18097,2012,IN,5467.860000000001
18097,2013,IN,1215092.52
18097,2014,IN,14058.86
18097,2015,IN,1242192.8399999999
18097,2016,IN,435469.91000000003
18097,2017,IN,244991.17
18097,2018,IN,33617.86
18097,2019,IN,140167.80000000002
18099,1978,IN,21257.5
18099,1979,IN,16442.48
18099,1981,IN,28022.059999999998
