FIPS,State,County,Wildfire
41021,OR,Gilliam,High
41023,OR,Grant,High
41025,OR,Harney,Medium
41027,OR,Hood River,High
41029,OR,Jackson,High
41031,OR,Jefferson,High
41033,OR,Josephine,High
41035,OR,Klamath,High
41037,OR,Lake,Medium
41039,OR,Lane,Medium
41041,OR,NA,Low
41043,OR,Linn,Medium
41045,OR,Malheur,High
41047,OR,Marion,Medium
41049,OR,Morrow,High
41051,OR,NA,Low
41053,OR,NA,Low
41055,OR,Sherman,High
41057,OR,NA,Low
41059,OR,Umatilla,High
41061,OR,Union,High
41063,OR,Wallowa,High
41065,OR,Wasco,High
41067,OR,NA,Low
41069,OR,Wheeler,High
41071,OR,NA,Low
42001,PA,NA,Low
42003,PA,NA,Low
42005,PA,NA,Low
42007,PA,NA,Low
42009,PA,NA,Low
42011,PA,NA,Low
42013,PA,NA,Low
42015,PA,NA,Low
42017,PA,NA,Low
42019,PA,NA,Low
42021,PA,NA,Low
42023,PA,NA,Low
42025,PA,NA,Low
42027,PA,NA,Low
42029,PA,NA,Low
42031,PA,NA,Low
42033,PA,NA,Low
42035,PA,NA,Low
42037,PA,NA,Low
42039,PA,NA,Low
42041,PA,NA,Low
42043,PA,NA,Low
42045,PA,NA,Low
42047,PA,NA,Low
42049,PA,NA,Low
42051,PA,NA,Low
42053,PA,NA,Low
42055,PA,NA,Low
42057,PA,NA,Low
42059,PA,NA,Low
42061,PA,NA,Low
42063,PA,NA,Low
42065,PA,NA,Low
42067,PA,NA,Low
42069,PA,NA,Low
42071,PA,NA,Low
42073,PA,NA,Low
42075,PA,NA,Low
42077,PA,NA,Low
42079,PA,NA,Low
42081,PA,NA,Low
42083,PA,NA,Low
42085,PA,NA,Low
42087,PA,NA,Low
42089,PA,NA,Low
42091,PA,NA,Low
42093,PA,NA,Low
42095,PA,NA,Low
42097,PA,NA,Low
42099,PA,NA,Low
42101,PA,NA,Low
42103,PA,NA,Low
42105,PA,NA,Low
42107,PA,NA,Low
42109,PA,NA,Low
42111,PA,NA,Low
42113,PA,NA,Low
42115,PA,NA,Low
42117,PA,NA,Low
42119,PA,NA,Low
42121,PA,NA,Low
42123,PA,NA,Low
42125,PA,NA,Low
42127,PA,NA,Low
42129,PA,NA,Low
42131,PA,NA,Low
42133,PA,NA,Low
44001,RI,NA,Low
44003,RI,NA,Low
44005,RI,NA,Low
44007,RI,NA,Low
44009,RI,NA,Low
45001,SC,Abbeville,Medium
45003,SC,Aiken,High
45005,SC,Allendale,Medium
45007,SC,NA,Low
45009,SC,Bamberg,High
45011,SC,Barnwell,High
45013,SC,Beaufort,High
45015,SC,Berkeley,High
45017,SC,Calhoun,High
45019,SC,Charleston,High
45021,SC,Cherokee,Medium
45023,SC,Chester,Medium
45025,SC,Chesterfield,High
45027,SC,Clarendon,Medium
45029,SC,Colleton,High
45031,SC,NA,Low
45033,SC,NA,Low
45035,SC,Dorchester,High
45037,SC,Edgefield,High
45039,SC,Fairfield,High
45041,SC,Florence,Medium
45043,SC,Georgetown,High
45045,SC,NA,Low
45047,SC,NA,Low
45049,SC,Hampton,High
45051,SC,Horry,High
45053,SC,Jasper,High
45055,SC,Kershaw,High
45057,SC,Lancaster,High
45059,SC,Laurens,Medium
45061,SC,Lee,Medium
45063,SC,Lexington,High
45065,SC,McCormick,Medium
45067,SC,Marion,Medium
45069,SC,Marlboro,Medium
45071,SC,Newberry,Medium
45073,SC,NA,Low
45075,SC,Orangeburg,High
45077,SC,NA,Low
45079,SC,Richland,Medium
45081,SC,Saluda,Medium
45083,SC,NA,Low
45085,SC,Sumter,Medium
45087,SC,Union,Medium
45089,SC,Williamsburg,High
45091,SC,NA,Low
46003,SD,NA,Low
46005,SD,NA,Low
46007,SD,Bennett,Medium
46009,SD,NA,Low
46011,SD,NA,Low
46013,SD,NA,Low
46015,SD,NA,Low
46017,SD,Buffalo,High
46019,SD,NA,Low
46021,SD,Campbell,Medium
46023,SD,NA,Low
46025,SD,NA,Low
46027,SD,NA,Low
46029,SD,NA,Low
46031,SD,NA,Low
46033,SD,Custer,High
46035,SD,NA,Low
46037,SD,NA,Low
46039,SD,NA,Low
46041,SD,NA,Low
46043,SD,NA,Low
46045,SD,NA,Low
46047,SD,Fall River,High
46049,SD,NA,Low
46051,SD,NA,Low
46053,SD,NA,Low
46055,SD,NA,Low
46057,SD,NA,Low
46059,SD,NA,Low
46061,SD,NA,Low
46063,SD,NA,Low
46065,SD,NA,Low
46067,SD,NA,Low
46069,SD,Hyde,Medium
46071,SD,NA,Low
46073,SD,NA,Low
46075,SD,NA,Low
46077,SD,NA,Low
46079,SD,NA,Low
46081,SD,Lawrence,High
46083,SD,NA,Low
46085,SD,NA,Low
46087,SD,NA,Low
46089,SD,NA,Low
46091,SD,NA,Low
46093,SD,Meade,Medium
46095,SD,Mellette,Medium
46097,SD,NA,Low
46099,SD,NA,Low
46101,SD,NA,Low
46103,SD,Pennington,Medium
46105,SD,NA,Low
46107,SD,NA,Low
46109,SD,NA,Low
46111,SD,NA,Low
46113,SD,Shannon,High
46115,SD,NA,Low
46117,SD,NA,Low
46119,SD,NA,Low
46121,SD,Todd,High
46123,SD,NA,Low
46125,SD,NA,Low
46127,SD,NA,Low
46129,SD,NA,Low
46135,SD,NA,Low
46137,SD,NA,Low
47001,TN,NA,Low
47003,TN,NA,Low
47005,TN,NA,Low
47007,TN,Bledsoe,High
47009,TN,NA,Low
47011,TN,NA,Low
47013,TN,NA,Low
47015,TN,NA,Low
47017,TN,NA,Low
47019,TN,NA,Low
47021,TN,NA,Low
47023,TN,NA,Low
47025,TN,Claiborne,Medium
47027,TN,NA,Low
47029,TN,NA,Low
47031,TN,NA,Low
47033,TN,NA,Low
47035,TN,NA,Low
47037,TN,NA,Low
47039,TN,NA,Low
47041,TN,NA,Low
47043,TN,NA,Low
47045,TN,NA,Low
47047,TN,NA,Low
47049,TN,NA,Low
47051,TN,NA,Low
47053,TN,NA,Low
47055,TN,NA,Low
47057,TN,Grainger,Medium
47059,TN,NA,Low
47061,TN,Grundy,High
47063,TN,NA,Low
47065,TN,Hamilton,Medium
47067,TN,Hancock,Medium
47069,TN,NA,Low
47071,TN,NA,Low
47073,TN,NA,Low
47075,TN,NA,Low
47077,TN,NA,Low
47079,TN,NA,Low
47081,TN,NA,Low
47083,TN,NA,Low
47085,TN,NA,Low
47087,TN,NA,Low
47089,TN,NA,Low
47091,TN,NA,Low
47093,TN,NA,Low
47095,TN,NA,Low
47097,TN,NA,Low
47099,TN,NA,Low
47101,TN,NA,Low
47103,TN,NA,Low
47105,TN,NA,Low
47107,TN,NA,Low
47109,TN,NA,Low
47111,TN,NA,Low
47113,TN,NA,Low
47115,TN,Marion,High
47117,TN,NA,Low
47119,TN,NA,Low
47121,TN,NA,Low
47123,TN,NA,Low
47125,TN,NA,Low
47127,TN,NA,Low
47129,TN,NA,Low
47131,TN,NA,Low
47133,TN,NA,Low
47135,TN,NA,Low
47137,TN,NA,Low
47139,TN,NA,Low
47141,TN,NA,Low
47143,TN,NA,Low
47145,TN,NA,Low
47147,TN,NA,Low
47149,TN,NA,Low
47151,TN,NA,Low
47153,TN,Sequatchie,High
47155,TN,NA,Low
47157,TN,NA,Low
47159,TN,NA,Low
47161,TN,NA,Low
47163,TN,NA,Low
47165,TN,NA,Low
47167,TN,NA,Low
47169,TN,NA,Low
47171,TN,NA,Low
47173,TN,NA,Low
47175,TN,Van Buren,Medium
47177,TN,Warren,Medium
47179,TN,NA,Low
47181,TN,NA,Low
47183,TN,NA,Low
47185,TN,NA,Low
47187,TN,NA,Low
47189,TN,NA,Low
48001,TX,Anderson,Medium
48003,TX,NA,Low
48005,TX,Angelina,Medium
48007,TX,NA,Low
48009,TX,Archer,Medium
48011,TX,Armstrong,Medium
48013,TX,NA,Low
48015,TX,NA,Low
48017,TX,NA,Low
48019,TX,NA,Low
48021,TX,Bastrop,Medium
48023,TX,NA,Low
48025,TX,NA,Low
48027,TX,NA,Low
48029,TX,NA,Low
48031,TX,NA,Low
48033,TX,Borden,Medium
48035,TX,NA,Low
48037,TX,Bowie,Medium
48039,TX,NA,Low
48041,TX,NA,Low
48043,TX,NA,Low
48045,TX,Briscoe,Medium
48047,TX,Brooks,Medium
48049,TX,Brown,Medium
48051,TX,NA,Low
48053,TX,Burnet,Medium
48055,TX,NA,Low
48057,TX,NA,Low
48059,TX,Callahan,Medium
48061,TX,NA,Low
48063,TX,Camp,High
48065,TX,NA,Low
48067,TX,Cass,High
48069,TX,NA,Low
48071,TX,Chambers,High
48073,TX,Cherokee,High
48075,TX,NA,Low
48077,TX,Clay,High
48079,TX,NA,Low
48081,TX,Coke,Medium
48083,TX,NA,Low
48085,TX,NA,Low
48087,TX,Collingsworth,Medium
48089,TX,NA,Low
48091,TX,NA,Low
48093,TX,Comanche,Medium
48095,TX,NA,Low
48097,TX,NA,Low
48099,TX,NA,Low
48101,TX,Cottle,Medium
48103,TX,NA,Low
48105,TX,NA,Low
48107,TX,NA,Low
48109,TX,NA,Low
48111,TX,NA,Low
48113,TX,NA,Low
48115,TX,NA,Low
48117,TX,NA,Low
48119,TX,NA,Low
48121,TX,NA,Low
48123,TX,NA,Low
48125,TX,Dickens,Medium
48127,TX,NA,Low
48129,TX,Donley,High
48131,TX,NA,Low
48133,TX,Eastland,High
48135,TX,NA,Low
48137,TX,NA,Low
48139,TX,NA,Low
48141,TX,NA,Low
48143,TX,Erath,High
48145,TX,NA,Low
48147,TX,NA,Low
48149,TX,NA,Low
48151,TX,NA,Low
48153,TX,NA,Low
48155,TX,NA,Low
48157,TX,NA,Low
48159,TX,Franklin,Medium
48161,TX,NA,Low
48163,TX,NA,Low
48165,TX,NA,Low
48167,TX,NA,Low
48169,TX,Garza,High
48171,TX,NA,Low
48173,TX,NA,Low
48175,TX,NA,Low
48177,TX,NA,Low
48179,TX,Gray,Medium
48181,TX,NA,Low
48183,TX,Gregg,Medium
48185,TX,NA,Low
48187,TX,NA,Low
48189,TX,NA,Low
48191,TX,Hall,Medium
48193,TX,Hamilton,Medium
48195,TX,NA,Low
48197,TX,NA,Low
48199,TX,Hardin,Medium
48201,TX,NA,Low
48203,TX,Harrison,High
48205,TX,NA,Low
48207,TX,NA,Low
48209,TX,NA,Low
48211,TX,Hemphill,High
48213,TX,NA,Low
48215,TX,NA,Low
48217,TX,NA,Low
48219,TX,NA,Low
48221,TX,Hood,Medium
48223,TX,Hopkins,Medium
48225,TX,Houston,Medium
48227,TX,NA,Low
48229,TX,NA,Low
48231,TX,Hunt,Medium
48233,TX,Hutchinson,Medium
48235,TX,Irion,Medium
48237,TX,Jack,High
48239,TX,NA,Low
48241,TX,Jasper,High
48243,TX,NA,Low
48245,TX,Jefferson,High
48247,TX,NA,Low
48249,TX,NA,Low
48251,TX,NA,Low
48253,TX,NA,Low
48255,TX,NA,Low
48257,TX,NA,Low
48259,TX,NA,Low
48261,TX,Kenedy,Medium
48263,TX,Kent,High
48265,TX,NA,Low
48267,TX,NA,Low
48269,TX,King,High
48271,TX,NA,Low
48273,TX,NA,Low
48275,TX,NA,Low
48277,TX,Lamar,Medium
48279,TX,NA,Low
48281,TX,NA,Low
48283,TX,NA,Low
48285,TX,NA,Low
48287,TX,NA,Low
48289,TX,NA,Low
48291,TX,NA,Low
48293,TX,NA,Low
48295,TX,NA,Low
48297,TX,NA,Low
48299,TX,NA,Low
48301,TX,NA,Low
48303,TX,NA,Low
48305,TX,NA,Low
48307,TX,NA,Low
48309,TX,NA,Low
48311,TX,NA,Low
48313,TX,NA,Low
48315,TX,Marion,High
48317,TX,NA,Low
48319,TX,NA,Low
48321,TX,NA,Low
48323,TX,NA,Low
48325,TX,NA,Low
48327,TX,NA,Low
48329,TX,NA,Low
48331,TX,NA,Low
48333,TX,NA,Low
48335,TX,Mitchell,Medium
48337,TX,Montague,Medium
48339,TX,Montgomery,Medium
48341,TX,NA,Low
48343,TX,Morris,High
48345,TX,Motley,Medium
48347,TX,Nacogdoches,Medium
48349,TX,NA,Low
48351,TX,Newton,High
48353,TX,Nolan,High
48355,TX,NA,Low
48357,TX,NA,Low
48359,TX,Oldham,High
48361,TX,NA,Low
48363,TX,Palo Pinto,Medium
48365,TX,Panola,High
48367,TX,Parker,High
48369,TX,NA,Low
48371,TX,NA,Low
48373,TX,Polk,Medium
48375,TX,Potter,High
48377,TX,NA,Low
48379,TX,NA,Low
48381,TX,NA,Low
48383,TX,NA,Low
48385,TX,NA,Low
48387,TX,Red River,High
48389,TX,NA,Low
48391,TX,NA,Low
48393,TX,Roberts,Medium
48395,TX,NA,Low
48397,TX,NA,Low
48399,TX,NA,Low
48401,TX,Rusk,High
48403,TX,Sabine,Medium
48405,TX,San Augustine,Medium
48407,TX,San Jacinto,Medium
48409,TX,NA,Low
48411,TX,NA,Low
48413,TX,NA,Low
48415,TX,Scurry,Medium
48417,TX,Shackelford,Medium
48419,TX,Shelby,Medium
48421,TX,NA,Low
48423,TX,Smith,High
48425,TX,Somervell,Medium
48427,TX,NA,Low
48429,TX,Stephens,Medium
48431,TX,Sterling,Medium
48433,TX,Stonewall,Medium
48435,TX,NA,Low
48437,TX,NA,Low
48439,TX,NA,Low
48441,TX,NA,Low
48443,TX,NA,Low
48445,TX,NA,Low
48447,TX,NA,Low
48449,TX,Titus,High
48451,TX,NA,Low
48453,TX,NA,Low
48455,TX,Trinity,Medium
48457,TX,Tyler,High
48459,TX,Upshur,High
48461,TX,NA,Low
48463,TX,NA,Low
48465,TX,NA,Low
48467,TX,NA,Low
48469,TX,NA,Low
48471,TX,Walker,Medium
48473,TX,NA,Low
48475,TX,NA,Low
48477,TX,NA,Low
48479,TX,NA,Low
48481,TX,NA,Low
48483,TX,Wheeler,High
48485,TX,NA,Low
48487,TX,NA,Low
48489,TX,NA,Low
48491,TX,NA,Low
48493,TX,NA,Low
48495,TX,NA,Low
48497,TX,Wise,Medium
48499,TX,Wood,High
48501,TX,NA,Low
48503,TX,Young,Medium
48505,TX,NA,Low
48507,TX,NA,Low
49001,UT,Beaver,High
49003,UT,NA,Low
49005,UT,Cache,Medium
49007,UT,Carbon,Medium
49009,UT,Daggett,Medium
49011,UT,NA,Low
49013,UT,Duchesne,Medium
49015,UT,NA,Low
49017,UT,Garfield,Medium
49019,UT,Grand,Medium
49021,UT,Iron,High
49023,UT,Juab,High
49025,UT,Kane,High
49027,UT,Millard,Medium
49029,UT,Morgan,High
49031,UT,Piute,High
49033,UT,Rich,High
49035,UT,Salt Lake,Medium
49037,UT,San Juan,Medium
49039,UT,Sanpete,High
49041,UT,Sevier,High
49043,UT,Summit,Medium
49045,UT,NA,Low
49047,UT,Uintah,Medium
49049,UT,Utah,High
49051,UT,Wasatch,Medium
49053,UT,Washington,High
49055,UT,NA,Low
49057,UT,Weber,Medium
50001,VT,NA,Low
50003,VT,NA,Low
50005,VT,NA,Low
50007,VT,NA,Low
50009,VT,NA,Low
50011,VT,NA,Low
50013,VT,NA,Low
50015,VT,NA,Low
50017,VT,NA,Low
50019,VT,NA,Low
50021,VT,NA,Low
50023,VT,NA,Low
50025,VT,NA,Low
50027,VT,NA,Low
51001,VA,NA,Low
51003,VA,NA,Low
51005,VA,NA,Low
51007,VA,Amelia,Medium
51009,VA,NA,Low
51011,VA,NA,Low
51013,VA,NA,Low
51015,VA,NA,Low
51017,VA,NA,Low
51019,VA,NA,Low
51021,VA,NA,Low
51023,VA,NA,Low
51025,VA,Brunswick,Medium
51027,VA,NA,Low
51029,VA,NA,Low
51031,VA,NA,Low
51033,VA,NA,Low
51035,VA,NA,Low
51036,VA,NA,Low
51037,VA,NA,Low
51041,VA,NA,Low
51043,VA,NA,Low
51045,VA,NA,Low
51047,VA,NA,Low
51049,VA,NA,Low
51051,VA,NA,Low
51053,VA,NA,Low
51057,VA,NA,Low
51059,VA,NA,Low
51061,VA,NA,Low
51063,VA,NA,Low
51065,VA,NA,Low
51067,VA,NA,Low
51069,VA,Frederick,Medium
51071,VA,NA,Low
51073,VA,NA,Low
51075,VA,NA,Low
51077,VA,NA,Low
51079,VA,NA,Low
51081,VA,NA,Low
51083,VA,NA,Low
51085,VA,NA,Low
51087,VA,NA,Low
51089,VA,NA,Low
51091,VA,NA,Low
51093,VA,NA,Low
51095,VA,NA,Low
51097,VA,NA,Low
51099,VA,NA,Low
51101,VA,NA,Low
51103,VA,NA,Low
51105,VA,Lee,Medium
51107,VA,NA,Low
51109,VA,NA,Low
51111,VA,Lunenburg,Medium
51113,VA,NA,Low
51115,VA,NA,Low
51117,VA,NA,Low
51119,VA,NA,Low
51121,VA,NA,Low
51125,VA,NA,Low
51127,VA,NA,Low
51131,VA,NA,Low
51133,VA,NA,Low
51135,VA,NA,Low
51137,VA,NA,Low
51139,VA,NA,Low
51141,VA,NA,Low
51143,VA,NA,Low
51145,VA,NA,Low
51147,VA,NA,Low
51149,VA,NA,Low
51153,VA,NA,Low
51155,VA,NA,Low
51157,VA,NA,Low
51159,VA,NA,Low
51161,VA,NA,Low
51163,VA,NA,Low
51165,VA,NA,Low
51167,VA,NA,Low
51169,VA,NA,Low
51171,VA,NA,Low
51173,VA,NA,Low
51175,VA,NA,Low
51177,VA,NA,Low
51179,VA,NA,Low
51181,VA,NA,Low
51183,VA,NA,Low
51185,VA,NA,Low
51187,VA,NA,Low
51191,VA,NA,Low
51193,VA,NA,Low
51195,VA,NA,Low
51197,VA,NA,Low
51199,VA,NA,Low
51510,VA,NA,Low
51515,VA,NA,Low
51520,VA,NA,Low
51530,VA,NA,Low
51540,VA,NA,Low
51550,VA,NA,Low
51560,VA,NA,Low
51570,VA,NA,Low
51580,VA,NA,Low
51590,VA,NA,Low
51595,VA,NA,Low
51600,VA,NA,Low
51610,VA,NA,Low
51620,VA,NA,Low
51630,VA,NA,Low
51640,VA,NA,Low
51650,VA,NA,Low
51660,VA,NA,Low
51670,VA,NA,Low
51678,VA,NA,Low
51680,VA,NA,Low
51683,VA,NA,Low
51685,VA,NA,Low
51690,VA,NA,Low
51700,VA,NA,Low
51710,VA,NA,Low
51720,VA,NA,Low
51730,VA,NA,Low
51735,VA,NA,Low
51740,VA,NA,Low
51750,VA,NA,Low
51760,VA,NA,Low
51770,VA,NA,Low
51775,VA,NA,Low
51780,VA,NA,Low
51790,VA,NA,Low
51800,VA,NA,Low
51810,VA,NA,Low
51820,VA,NA,Low
51830,VA,NA,Low
51840,VA,NA,Low
53001,WA,NA,Low
53003,WA,Asotin,High
53005,WA,NA,Low
53007,WA,Chelan,High
53009,WA,NA,Low
53011,WA,NA,Low
53013,WA,Columbia,Medium
53015,WA,NA,Low
53017,WA,Douglas,Medium
53019,WA,Ferry,High
53021,WA,NA,Low
53023,WA,Garfield,Medium
53025,WA,NA,Low
53027,WA,NA,Low
53029,WA,NA,Low
53031,WA,NA,Low
53033,WA,NA,Low
53035,WA,NA,Low
53037,WA,Kittitas,High
53039,WA,Klickitat,High
53041,WA,NA,Low
53043,WA,NA,Low
53045,WA,NA,Low
53047,WA,Okanogan,High
53049,WA,NA,Low
53051,WA,Pend Oreille,High
53053,WA,NA,Low
53055,WA,NA,Low
53057,WA,NA,Low
53059,WA,Skamania,Medium
53061,WA,NA,Low
53063,WA,Spokane,Medium
53065,WA,Stevens,High
53067,WA,Thurston,Medium
53069,WA,NA,Low
53071,WA,NA,Low
53073,WA,NA,Low
53075,WA,NA,Low
53077,WA,Yakima,High
54001,WV,NA,Low
54003,WV,NA,Low
54005,WV,NA,Low
54007,WV,NA,Low
54009,WV,NA,Low
54011,WV,Cabell,Medium
54013,WV,NA,Low
54015,WV,NA,Low
54017,WV,NA,Low
54019,WV,NA,Low
54021,WV,NA,Low
54023,WV,NA,Low
54025,WV,NA,Low
54027,WV,Hampshire,Medium
54029,WV,NA,Low
54031,WV,NA,Low
54033,WV,NA,Low
54035,WV,NA,Low
54037,WV,NA,Low
54039,WV,NA,Low
54041,WV,NA,Low
54043,WV,Lincoln,Medium
54045,WV,NA,Low
54047,WV,NA,Low
54049,WV,NA,Low
54051,WV,NA,Low
54053,WV,NA,Low
54055,WV,NA,Low
54057,WV,NA,Low
54059,WV,NA,Low
54061,WV,NA,Low
54063,WV,NA,Low
54065,WV,Morgan,Medium
54067,WV,NA,Low
54069,WV,NA,Low
54071,WV,NA,Low
54073,WV,NA,Low
54075,WV,NA,Low
54077,WV,NA,Low
54079,WV,Putnam,Medium
54081,WV,NA,Low
54083,WV,NA,Low
54085,WV,NA,Low
54087,WV,NA,Low
54089,WV,NA,Low
54091,WV,NA,Low
54093,WV,NA,Low
54095,WV,NA,Low
54097,WV,NA,Low
54099,WV,Wayne,Medium
54101,WV,NA,Low
54103,WV,NA,Low
54105,WV,NA,Low
54107,WV,NA,Low
54109,WV,NA,Low
55001,WI,NA,Low
55003,WI,NA,Low
55005,WI,NA,Low
55007,WI,NA,Low
55009,WI,NA,Low
55011,WI,NA,Low
55013,WI,NA,Low
55015,WI,NA,Low
55017,WI,NA,Low
55019,WI,NA,Low
55021,WI,NA,Low
55023,WI,NA,Low
55025,WI,NA,Low
55027,WI,NA,Low
55029,WI,NA,Low
55031,WI,NA,Low
55033,WI,NA,Low
55035,WI,NA,Low
55037,WI,NA,Low
55039,WI,NA,Low
55041,WI,NA,Low
55043,WI,NA,Low
55045,WI,NA,Low
55047,WI,NA,Low
55049,WI,NA,Low
55051,WI,Iron,Medium
55053,WI,NA,Low
55055,WI,NA,Low
55057,WI,NA,Low
55059,WI,NA,Low
55061,WI,NA,Low
55063,WI,NA,Low
55065,WI,NA,Low
55067,WI,NA,Low
55069,WI,NA,Low
55071,WI,NA,Low
55073,WI,NA,Low
55075,WI,NA,Low
55077,WI,Marquette,Medium
55078,WI,Menominee,Medium
55079,WI,NA,Low
55081,WI,NA,Low
55083,WI,NA,Low
55085,WI,Oneida,Medium
55087,WI,NA,Low
55089,WI,NA,Low
55091,WI,NA,Low
55093,WI,NA,Low
55095,WI,NA,Low
55097,WI,NA,Low
55099,WI,NA,Low
55101,WI,NA,Low
55103,WI,NA,Low
55105,WI,NA,Low
55107,WI,NA,Low
55109,WI,NA,Low
55111,WI,NA,Low
55113,WI,NA,Low
55115,WI,NA,Low
55117,WI,NA,Low
55119,WI,NA,Low
55121,WI,NA,Low
55123,WI,NA,Low
55125,WI,NA,Low
55127,WI,NA,Low
55129,WI,NA,Low
55131,WI,NA,Low
55133,WI,NA,Low
55135,WI,NA,Low
55137,WI,NA,Low
55139,WI,NA,Low
55141,WI,NA,Low
56001,WY,Albany,Medium
56003,WY,NA,Low
56005,WY,Campbell,High
56007,WY,NA,Low
56009,WY,Converse,High
56011,WY,NA,Low
56013,WY,NA,Low
56015,WY,Goshen,Medium
56017,WY,NA,Low
56019,WY,Johnson,Medium
56021,WY,Laramie,Medium
56023,WY,NA,Low
56025,WY,Natrona,Medium
56027,WY,Niobrara,High
56029,WY,Park,Medium
56031,WY,Platte,High
56033,WY,Sheridan,High
56035,WY,Sublette,Medium
56037,WY,NA,Low
56039,WY,Teton,Medium
56041,WY,Uinta,Medium
56043,WY,Washakie,Medium
56045,WY,NA,Low
60010,AS,NA,Low
60020,AS,NA,Low
60020,AS,NA,Low
60020,AS,NA,Low
60050,AS,NA,Low
66010,MP,NA,Low
66010,GU,NA,Low
69100,MP,NA,Low
69110,MP,NA,Low
69120,MP,NA,Low
69120,MP,NA,Low
72001,PR,NA,Low
72003,PR,NA,Low
72005,PR,NA,Low
72007,PR,NA,Low
72009,PR,NA,Low
72011,PR,NA,Low
72013,PR,NA,Low
72015,PR,NA,Low
72017,PR,NA,Low
72019,PR,NA,Low
72021,PR,NA,Low
72023,PR,NA,Low
72025,PR,NA,Low
72027,PR,NA,Low
72029,PR,NA,Low
72031,PR,NA,Low
72033,PR,NA,Low
72035,PR,NA,Low
72037,PR,NA,Low
72041,PR,NA,Low
72043,PR,NA,Low
72045,PR,NA,Low
72047,PR,NA,Low
72049,PR,NA,Low
72051,PR,NA,Low
72053,PR,NA,Low
72054,PR,NA,Low
72055,PR,NA,Low
72057,PR,NA,Low
72059,PR,NA,Low
72061,PR,NA,Low
72063,PR,NA,Low
72065,PR,NA,Low
72067,PR,NA,Low
72071,PR,NA,Low
72073,PR,NA,Low
72075,PR,NA,Low
72077,PR,NA,Low
72079,PR,NA,Low
72081,PR,NA,Low
72083,PR,NA,Low
72085,PR,NA,Low
72087,PR,NA,Low
72089,PR,NA,Low
72091,PR,NA,Low
72093,PR,NA,Low
72095,PR,NA,Low
72097,PR,NA,Low
72099,PR,NA,Low
72101,PR,NA,Low
72103,PR,NA,Low
72105,PR,NA,Low
72107,PR,NA,Low
72109,PR,NA,Low
72111,PR,NA,Low
72113,PR,NA,Low
72115,PR,NA,Low
72117,PR,NA,Low
72119,PR,NA,Low
72121,PR,NA,Low
72123,PR,NA,Low
72125,PR,NA,Low
72127,PR,NA,Low
72129,PR,NA,Low
72131,PR,NA,Low
72133,PR,NA,Low
72135,PR,NA,Low
72137,PR,NA,Low
72139,PR,NA,Low
72141,PR,NA,Low
72143,PR,NA,Low
72145,PR,NA,Low
72147,PR,NA,Low
72149,PR,NA,Low
72151,PR,NA,Low
72153,PR,NA,Low
78010,VI,NA,Low
78020,VI,NA,Low
78030,VI,NA,Low
