FIPS,State,County,Wildfire
21223,KY,NA,Low
21225,KY,NA,Low
21227,KY,NA,Low
21229,KY,NA,Low
21231,KY,NA,Low
21233,KY,NA,Low
21235,KY,Whitley,Medium
21237,KY,Wolfe,Medium
21239,KY,NA,Low
22001,LA,NA,Low
22003,LA,Allen,High
22005,LA,NA,Low
22007,LA,NA,Low
22009,LA,NA,Low
22011,LA,Beauregard,High
22013,LA,Bienville,Medium
22015,LA,Bossier,Medium
22017,LA,NA,Low
22019,LA,Calcasieu,Medium
22021,LA,Caldwell,Medium
22023,LA,Cameron,High
22025,LA,NA,Low
22027,LA,Claiborne,High
22029,LA,NA,Low
22031,LA,NA,Low
22033,LA,NA,Low
22035,LA,NA,Low
22037,LA,East Feliciana,Medium
22039,LA,NA,Low
22041,LA,NA,Low
22043,LA,Grant,High
22045,LA,NA,Low
22047,LA,NA,Low
22049,LA,NA,Low
22051,LA,Jefferson,Medium
22053,LA,NA,Low
22055,LA,NA,Low
22057,LA,Lafourche,Medium
22059,LA,La Salle,High
22061,LA,NA,Low
22063,LA,Livingston,Medium
22065,LA,NA,Low
22067,LA,NA,Low
22069,LA,Natchitoches,Medium
22071,LA,NA,Low
22073,LA,NA,Low
22075,LA,Plaquemines,Medium
22077,LA,NA,Low
22079,LA,Rapides,Medium
22081,LA,NA,Low
22083,LA,NA,Low
22085,LA,Sabine,Medium
22087,LA,St. Bernard,High
22089,LA,St. Charles,Medium
22091,LA,St. Helena,High
22093,LA,NA,Low
22095,LA,NA,Low
22097,LA,NA,Low
22099,LA,NA,Low
22101,LA,NA,Low
22103,LA,St. Tammany,High
22105,LA,Tangipahoa,High
22107,LA,NA,Low
22109,LA,NA,Low
22111,LA,NA,Low
22113,LA,Vermilion,Medium
22115,LA,Vernon,High
22117,LA,Washington,High
22119,LA,Webster,Medium
22121,LA,NA,Low
22123,LA,NA,Low
22125,LA,NA,Low
22127,LA,Winn,High
23001,ME,NA,Low
23003,ME,NA,Low
23005,ME,NA,Low
23007,ME,NA,Low
23009,ME,NA,Low
23011,ME,NA,Low
23013,ME,NA,Low
23015,ME,NA,Low
23017,ME,NA,Low
23019,ME,NA,Low
23021,ME,NA,Low
23023,ME,NA,Low
23025,ME,NA,Low
23027,ME,NA,Low
23029,ME,NA,Low
23031,ME,NA,Low
24001,MD,NA,Low
24003,MD,NA,Low
24005,MD,NA,Low
24009,MD,NA,Low
24011,MD,NA,Low
24013,MD,NA,Low
24015,MD,NA,Low
24017,MD,NA,Low
24019,MD,NA,Low
24021,MD,NA,Low
24023,MD,NA,Low
24025,MD,NA,Low
24027,MD,NA,Low
24029,MD,NA,Low
24031,MD,NA,Low
24033,MD,NA,Low
24035,MD,NA,Low
24037,MD,NA,Low
24039,MD,NA,Low
24041,MD,NA,Low
24043,MD,NA,Low
24045,MD,NA,Low
24047,MD,NA,Low
24510,MD,NA,Low
25001,MA,NA,Low
25003,MA,NA,Low
25005,MA,NA,Low
25007,MA,NA,Low
25009,MA,NA,Low
25011,MA,NA,Low
25013,MA,NA,Low
25015,MA,NA,Low
25017,MA,NA,Low
25019,MA,NA,Low
25021,MA,NA,Low
25023,MA,NA,Low
25025,MA,NA,Low
25027,MA,NA,Low
26001,MI,NA,Low
26003,MI,NA,Low
26005,MI,NA,Low
26007,MI,NA,Low
26009,MI,NA,Low
26011,MI,NA,Low
26013,MI,NA,Low
26015,MI,NA,Low
26017,MI,NA,Low
26019,MI,NA,Low
26021,MI,NA,Low
26023,MI,NA,Low
26025,MI,NA,Low
26027,MI,NA,Low
26029,MI,NA,Low
26031,MI,NA,Low
26033,MI,NA,Low
26035,MI,NA,Low
26037,MI,NA,Low
26039,MI,Crawford,Medium
26041,MI,NA,Low
26043,MI,NA,Low
26045,MI,NA,Low
26047,MI,NA,Low
26049,MI,NA,Low
26051,MI,NA,Low
26053,MI,NA,Low
26055,MI,NA,Low
26057,MI,NA,Low
26059,MI,NA,Low
26061,MI,NA,Low
26063,MI,NA,Low
26065,MI,NA,Low
26067,MI,NA,Low
26069,MI,Iosco,Medium
26071,MI,NA,Low
26073,MI,NA,Low
26075,MI,NA,Low
26077,MI,NA,Low
26079,MI,NA,Low
26081,MI,NA,Low
26083,MI,NA,Low
26085,MI,Lake,Medium
26087,MI,NA,Low
26089,MI,NA,Low
26091,MI,NA,Low
26093,MI,NA,Low
26095,MI,Luce,Medium
26097,MI,NA,Low
26099,MI,NA,Low
26101,MI,NA,Low
26103,MI,NA,Low
26105,MI,NA,Low
26107,MI,NA,Low
26109,MI,NA,Low
26111,MI,NA,Low
26113,MI,NA,Low
26115,MI,NA,Low
26117,MI,NA,Low
26119,MI,NA,Low
26121,MI,NA,Low
26123,MI,NA,Low
26125,MI,NA,Low
26127,MI,NA,Low
26129,MI,NA,Low
26131,MI,NA,Low
26133,MI,NA,Low
26135,MI,Oscoda,Medium
26137,MI,NA,Low
26139,MI,NA,Low
26141,MI,NA,Low
26143,MI,NA,Low
26145,MI,NA,Low
26147,MI,NA,Low
26149,MI,NA,Low
26151,MI,NA,Low
26153,MI,NA,Low
26155,MI,NA,Low
26157,MI,NA,Low
26159,MI,NA,Low
26161,MI,NA,Low
26163,MI,NA,Low
26165,MI,NA,Low
27001,MN,NA,Low
27003,MN,NA,Low
27005,MN,NA,Low
27007,MN,Beltrami,Medium
27009,MN,NA,Low
27011,MN,NA,Low
27013,MN,NA,Low
27015,MN,NA,Low
27017,MN,Carlton,Medium
27019,MN,NA,Low
27021,MN,NA,Low
27023,MN,NA,Low
27025,MN,NA,Low
27027,MN,NA,Low
27029,MN,Clearwater,Medium
27031,MN,Cook,Medium
27033,MN,NA,Low
27035,MN,NA,Low
27037,MN,NA,Low
27039,MN,NA,Low
27041,MN,NA,Low
27043,MN,NA,Low
27045,MN,NA,Low
27047,MN,NA,Low
27049,MN,NA,Low
27051,MN,NA,Low
27053,MN,NA,Low
27055,MN,NA,Low
27057,MN,Hubbard,Medium
27059,MN,NA,Low
27061,MN,NA,Low
27063,MN,NA,Low
27065,MN,NA,Low
27067,MN,NA,Low
27069,MN,Kittson,Medium
27071,MN,NA,Low
27073,MN,NA,Low
27075,MN,Lake,Medium
27077,MN,NA,Low
27079,MN,NA,Low
27081,MN,NA,Low
27083,MN,NA,Low
27085,MN,NA,Low
27087,MN,NA,Low
27089,MN,Marshall,Medium
27091,MN,NA,Low
27093,MN,NA,Low
27095,MN,NA,Low
27097,MN,NA,Low
27099,MN,NA,Low
27101,MN,NA,Low
27103,MN,NA,Low
27105,MN,NA,Low
27107,MN,NA,Low
27109,MN,NA,Low
27111,MN,NA,Low
27113,MN,NA,Low
27115,MN,NA,Low
27117,MN,NA,Low
27119,MN,NA,Low
27121,MN,NA,Low
27123,MN,NA,Low
27125,MN,NA,Low
27127,MN,NA,Low
27129,MN,NA,Low
27131,MN,NA,Low
27133,MN,NA,Low
27135,MN,Roseau,Medium
27137,MN,NA,Low
27139,MN,NA,Low
27141,MN,NA,Low
27143,MN,NA,Low
27145,MN,NA,Low
27147,MN,NA,Low
27149,MN,NA,Low
27151,MN,NA,Low
27153,MN,NA,Low
27155,MN,NA,Low
27157,MN,NA,Low
27159,MN,Wadena,High
27161,MN,NA,Low
27163,MN,NA,Low
27165,MN,NA,Low
27167,MN,NA,Low
27169,MN,NA,Low
27171,MN,NA,Low
27173,MN,NA,Low
28001,MS,NA,Low
28003,MS,Alcorn,Medium
28005,MS,Amite,High
28007,MS,Attala,High
28009,MS,Benton,Medium
28011,MS,NA,Low
28013,MS,NA,Low
28015,MS,Carroll,Medium
28017,MS,NA,Low
28019,MS,Choctaw,Medium
28021,MS,NA,Low
28023,MS,Clarke,Medium
28025,MS,NA,Low
28027,MS,NA,Low
28029,MS,Copiah,High
28031,MS,Covington,High
28033,MS,NA,Low
28035,MS,Forrest,High
28037,MS,Franklin,High
28039,MS,George,High
28041,MS,Greene,High
28043,MS,Grenada,Medium
28045,MS,Hancock,High
28047,MS,Harrison,High
28049,MS,NA,Low
28051,MS,Holmes,Medium
28053,MS,NA,Low
28055,MS,NA,Low
28057,MS,Itawamba,Medium
28059,MS,Jackson,High
28061,MS,Jasper,Medium
28063,MS,Jefferson,Medium
28065,MS,Jefferson Davis,High
28067,MS,Jones,High
28069,MS,Kemper,Medium
28071,MS,Lafayette,Medium
28073,MS,Lamar,High
28075,MS,Lauderdale,Medium
28077,MS,Lawrence,High
28079,MS,Leake,High
28081,MS,NA,Low
28083,MS,NA,Low
28085,MS,Lincoln,High
28087,MS,NA,Low
28089,MS,Madison,Medium
28091,MS,Marion,High
28093,MS,Marshall,Medium
28095,MS,NA,Low
28097,MS,Montgomery,Medium
28099,MS,Neshoba,Medium
28101,MS,Newton,Medium
28103,MS,NA,Low
28105,MS,NA,Low
28107,MS,NA,Low
28109,MS,Pearl River,High
28111,MS,Perry,High
28113,MS,Pike,High
28115,MS,NA,Low
28117,MS,Prentiss,Medium
28119,MS,NA,Low
28121,MS,NA,Low
28123,MS,Scott,Medium
28125,MS,NA,Low
28127,MS,Simpson,High
28129,MS,Smith,Medium
28131,MS,Stone,High
28133,MS,NA,Low
28135,MS,NA,Low
28137,MS,NA,Low
28139,MS,Tippah,Medium
28141,MS,Tishomingo,High
28143,MS,NA,Low
28145,MS,NA,Low
28147,MS,Walthall,High
28149,MS,NA,Low
28151,MS,NA,Low
28153,MS,Wayne,High
28155,MS,Webster,Medium
28157,MS,Wilkinson,Medium
28159,MS,Winston,Medium
28161,MS,Yalobusha,Medium
28163,MS,NA,Low
29001,MO,NA,Low
29003,MO,NA,Low
29005,MO,NA,Low
29007,MO,NA,Low
29009,MO,NA,Low
29011,MO,NA,Low
29013,MO,NA,Low
29015,MO,NA,Low
29017,MO,NA,Low
29019,MO,NA,Low
29021,MO,NA,Low
29023,MO,NA,Low
29025,MO,NA,Low
29027,MO,NA,Low
29029,MO,NA,Low
29031,MO,NA,Low
29033,MO,NA,Low
29035,MO,NA,Low
29037,MO,NA,Low
29039,MO,NA,Low
29041,MO,NA,Low
29043,MO,NA,Low
29045,MO,NA,Low
29047,MO,NA,Low
29049,MO,NA,Low
29051,MO,NA,Low
29053,MO,NA,Low
29055,MO,NA,Low
29057,MO,NA,Low
29059,MO,NA,Low
29061,MO,NA,Low
29063,MO,NA,Low
29065,MO,NA,Low
29067,MO,NA,Low
29069,MO,NA,Low
29071,MO,NA,Low
29073,MO,NA,Low
29075,MO,NA,Low
29077,MO,NA,Low
29079,MO,NA,Low
29081,MO,NA,Low
29083,MO,NA,Low
29085,MO,NA,Low
29087,MO,NA,Low
29089,MO,NA,Low
29091,MO,NA,Low
29093,MO,NA,Low
29095,MO,NA,Low
29097,MO,NA,Low
29099,MO,NA,Low
29101,MO,NA,Low
29103,MO,NA,Low
29105,MO,NA,Low
29107,MO,NA,Low
29109,MO,NA,Low
29111,MO,NA,Low
29113,MO,NA,Low
29115,MO,NA,Low
29117,MO,NA,Low
29119,MO,NA,Low
29121,MO,NA,Low
29123,MO,NA,Low
29125,MO,NA,Low
29127,MO,NA,Low
29129,MO,NA,Low
29131,MO,NA,Low
29133,MO,NA,Low
29135,MO,NA,Low
29137,MO,NA,Low
29139,MO,NA,Low
29141,MO,NA,Low
29143,MO,NA,Low
29145,MO,NA,Low
29147,MO,NA,Low
29149,MO,NA,Low
29151,MO,NA,Low
29153,MO,NA,Low
29155,MO,NA,Low
29157,MO,NA,Low
29159,MO,NA,Low
29161,MO,NA,Low
29163,MO,NA,Low
29165,MO,NA,Low
29167,MO,NA,Low
29169,MO,NA,Low
29171,MO,NA,Low
29173,MO,NA,Low
29175,MO,NA,Low
29177,MO,NA,Low
29179,MO,NA,Low
29181,MO,NA,Low
29183,MO,NA,Low
29185,MO,NA,Low
29186,MO,NA,Low
29187,MO,NA,Low
29189,MO,NA,Low
29195,MO,NA,Low
29197,MO,NA,Low
29199,MO,NA,Low
29201,MO,NA,Low
29203,MO,NA,Low
29205,MO,NA,Low
29207,MO,NA,Low
29209,MO,NA,Low
29211,MO,NA,Low
29213,MO,NA,Low
29215,MO,NA,Low
29217,MO,NA,Low
29219,MO,NA,Low
29221,MO,NA,Low
29223,MO,NA,Low
29225,MO,NA,Low
29227,MO,NA,Low
29229,MO,NA,Low
29510,MO,NA,Low
30001,MT,Beaverhead,Medium
30003,MT,Big Horn,High
30005,MT,NA,Low
30007,MT,Broadwater,Medium
30009,MT,Carbon,Medium
30011,MT,NA,Low
30013,MT,NA,Low
30015,MT,NA,Low
30017,MT,NA,Low
30019,MT,NA,Low
30021,MT,NA,Low
30023,MT,Deer Lodge,Medium
30025,MT,NA,Low
30027,MT,NA,Low
30029,MT,Flathead,High
30031,MT,Gallatin,Medium
30033,MT,NA,Low
30035,MT,Glacier,Medium
30037,MT,NA,Low
30039,MT,Granite,High
30041,MT,NA,Low
30043,MT,Jefferson,Medium
30045,MT,NA,Low
30047,MT,Lake,High
30049,MT,Lewis and Clark,High
30051,MT,NA,Low
30053,MT,Lincoln,High
30055,MT,NA,Low
30057,MT,NA,Low
30059,MT,Meagher,Medium
30061,MT,Mineral,High
30063,MT,Missoula,High
30065,MT,Musselshell,Medium
30067,MT,Park,Medium
30069,MT,Petroleum,Medium
30071,MT,NA,Low
30073,MT,NA,Low
30075,MT,Powder River,Medium
30077,MT,Powell,High
30079,MT,NA,Low
30081,MT,Ravalli,High
30083,MT,NA,Low
30085,MT,NA,Low
30087,MT,Rosebud,Medium
30089,MT,Sanders,High
30091,MT,NA,Low
30093,MT,Silver Bow,Medium
30095,MT,Stillwater,Medium
30097,MT,NA,Low
30099,MT,NA,Low
30101,MT,NA,Low
30103,MT,NA,Low
30105,MT,NA,Low
30107,MT,NA,Low
30109,MT,NA,Low
30111,MT,Yellowstone,Medium
30113,MT,NA,Low
31001,NE,NA,Low
31003,NE,NA,Low
31005,NE,NA,Low
31007,NE,NA,Low
31009,NE,NA,Low
31011,NE,NA,Low
31013,NE,NA,Low
31015,NE,NA,Low
31017,NE,NA,Low
31019,NE,NA,Low
31021,NE,NA,Low
31023,NE,NA,Low
31025,NE,NA,Low
31027,NE,NA,Low
31029,NE,NA,Low
31031,NE,Cherry,Medium
31033,NE,NA,Low
31035,NE,NA,Low
31037,NE,NA,Low
31039,NE,NA,Low
31041,NE,NA,Low
31043,NE,NA,Low
31045,NE,NA,Low
31047,NE,NA,Low
31049,NE,NA,Low
31051,NE,NA,Low
31053,NE,NA,Low
31055,NE,NA,Low
31057,NE,NA,Low
31059,NE,NA,Low
31061,NE,NA,Low
31063,NE,NA,Low
31065,NE,NA,Low
31067,NE,NA,Low
31069,NE,NA,Low
31071,NE,NA,Low
31073,NE,NA,Low
31075,NE,NA,Low
31077,NE,NA,Low
31079,NE,NA,Low
31081,NE,NA,Low
31083,NE,NA,Low
31085,NE,NA,Low
31087,NE,NA,Low
31089,NE,NA,Low
31091,NE,NA,Low
31093,NE,NA,Low
31095,NE,NA,Low
31097,NE,NA,Low
31099,NE,NA,Low
31101,NE,NA,Low
31103,NE,NA,Low
31105,NE,NA,Low
31107,NE,NA,Low
31109,NE,NA,Low
31111,NE,NA,Low
31113,NE,NA,Low
31115,NE,NA,Low
31117,NE,NA,Low
31119,NE,NA,Low
31121,NE,NA,Low
31123,NE,NA,Low
31125,NE,NA,Low
31127,NE,NA,Low
31129,NE,NA,Low
31131,NE,NA,Low
31133,NE,NA,Low
31135,NE,NA,Low
31137,NE,NA,Low
31139,NE,NA,Low
31141,NE,NA,Low
31143,NE,NA,Low
31145,NE,NA,Low
31147,NE,NA,Low
31149,NE,NA,Low
31151,NE,NA,Low
31153,NE,NA,Low
31155,NE,NA,Low
31157,NE,NA,Low
31159,NE,NA,Low
31161,NE,Sheridan,Medium
31163,NE,NA,Low
31165,NE,NA,Low
31167,NE,NA,Low
31169,NE,NA,Low
31171,NE,NA,Low
31173,NE,NA,Low
31175,NE,NA,Low
31177,NE,NA,Low
31179,NE,NA,Low
31181,NE,NA,Low
31183,NE,NA,Low
31185,NE,NA,Low
32001,NV,Churchill,Medium
32003,NV,Clark,Medium
32005,NV,Douglas,High
32007,NV,Elko,High
32009,NV,NA,Low
32011,NV,Eureka,High
32013,NV,Humboldt,High
32015,NV,Lander,High
32017,NV,Lincoln,High
32019,NV,Lyon,Medium
32021,NV,Mineral,Medium
32023,NV,Nye,Medium
32027,NV,Pershing,High
32029,NV,Storey,High
32031,NV,Washoe,High
32033,NV,White Pine,High
32510,NV,Carson City,High
33001,NH,NA,Low
33003,NH,NA,Low
33005,NH,NA,Low
33007,NH,NA,Low
33009,NH,NA,Low
33011,NH,NA,Low
33013,NH,NA,Low
33015,NH,NA,Low
33017,NH,NA,Low
33019,NH,NA,Low
34001,NJ,Atlantic,High
34003,NJ,NA,Low
34005,NJ,Burlington,High
34007,NJ,NA,Low
34009,NJ,Cape May,High
34011,NJ,Cumberland,Medium
34013,NJ,NA,Low
34015,NJ,NA,Low
34017,NJ,NA,Low
34019,NJ,NA,Low
34021,NJ,NA,Low
34023,NJ,NA,Low
34025,NJ,NA,Low
34027,NJ,NA,Low
34029,NJ,Ocean,High
34031,NJ,NA,Low
34033,NJ,NA,Low
34035,NJ,NA,Low
34037,NJ,NA,Low
34039,NJ,NA,Low
34041,NJ,NA,Low
35001,NM,Bernalillo,Medium
35003,NM,Catron,High
35005,NM,Chaves,Medium
35006,NM,Cibola,Medium
35007,NM,Colfax,Medium
35009,NM,Curry,Medium
35011,NM,De Baca,High
35013,NM,NA,Low
35015,NM,NA,Low
35017,NM,Grant,High
35019,NM,NA,Low
35021,NM,Harding,Medium
35023,NM,NA,Low
35025,NM,Lea,Medium
35027,NM,Lincoln,Medium
35028,NM,Los Alamos,High
35029,NM,NA,Low
35031,NM,McKinley,Medium
35033,NM,Mora,Medium
35035,NM,Otero,Medium
35037,NM,Quay,High
35039,NM,Rio Arriba,High
35041,NM,Roosevelt,High
35043,NM,Sandoval,Medium
35045,NM,NA,Low
35047,NM,San Miguel,High
35049,NM,Santa Fe,High
35051,NM,Sierra,Medium
35053,NM,Socorro,Medium
35055,NM,Taos,Medium
35057,NM,NA,Low
35059,NM,Union,Medium
35061,NM,NA,Low
36001,NY,NA,Low
36003,NY,NA,Low
36005,NY,NA,Low
36007,NY,NA,Low
36009,NY,NA,Low
36011,NY,NA,Low
36013,NY,NA,Low
36015,NY,NA,Low
36017,NY,NA,Low
36019,NY,NA,Low
36021,NY,NA,Low
36023,NY,NA,Low
36025,NY,NA,Low
36027,NY,NA,Low
36029,NY,NA,Low
36031,NY,NA,Low
36033,NY,NA,Low
36035,NY,NA,Low
36037,NY,NA,Low
36039,NY,NA,Low
36041,NY,NA,Low
36043,NY,NA,Low
36045,NY,NA,Low
36047,NY,NA,Low
36049,NY,NA,Low
36051,NY,NA,Low
36053,NY,NA,Low
36055,NY,NA,Low
36057,NY,NA,Low
36059,NY,NA,Low
36061,NY,NA,Low
36063,NY,NA,Low
36065,NY,NA,Low
36067,NY,NA,Low
36069,NY,NA,Low
36071,NY,NA,Low
36073,NY,NA,Low
36075,NY,NA,Low
36077,NY,NA,Low
36079,NY,NA,Low
36081,NY,NA,Low
36083,NY,NA,Low
36085,NY,NA,Low
36087,NY,NA,Low
36089,NY,NA,Low
36091,NY,Saratoga,Medium
36093,NY,NA,Low
36095,NY,NA,Low
36097,NY,NA,Low
36099,NY,NA,Low
36101,NY,NA,Low
36103,NY,NA,Low
36105,NY,NA,Low
36107,NY,NA,Low
36109,NY,NA,Low
36111,NY,NA,Low
36113,NY,Warren,Medium
36115,NY,NA,Low
36117,NY,NA,Low
36119,NY,NA,Low
36121,NY,NA,Low
36123,NY,NA,Low
37001,NC,NA,Low
37003,NC,Alexander,Medium
37005,NC,NA,Low
37007,NC,Anson,High
37009,NC,NA,Low
37011,NC,NA,Low
37013,NC,Beaufort,Medium
37015,NC,NA,Low
37017,NC,Bladen,High
37019,NC,Brunswick,High
37021,NC,NA,Low
37023,NC,NA,Low
37025,NC,NA,Low
37027,NC,NA,Low
37029,NC,NA,Low
37031,NC,Carteret,High
37033,NC,NA,Low
37035,NC,NA,Low
37037,NC,Chatham,Medium
37039,NC,NA,Low
37041,NC,NA,Low
37043,NC,NA,Low
37045,NC,Cleveland,Medium
37047,NC,Columbus,High
37049,NC,Craven,High
37051,NC,Cumberland,High
37053,NC,NA,Low
37055,NC,Dare,High
37057,NC,NA,Low
37059,NC,NA,Low
37061,NC,NA,Low
37063,NC,NA,Low
37065,NC,NA,Low
37067,NC,NA,Low
37069,NC,Franklin,Medium
37071,NC,NA,Low
37073,NC,NA,Low
37075,NC,NA,Low
37077,NC,NA,Low
37079,NC,NA,Low
37081,NC,NA,Low
37083,NC,NA,Low
37085,NC,Harnett,High
37087,NC,NA,Low
37089,NC,NA,Low
37091,NC,NA,Low
37093,NC,Hoke,High
37095,NC,Hyde,Medium
37097,NC,NA,Low
37099,NC,NA,Low
37101,NC,NA,Low
37103,NC,Jones,High
37105,NC,Lee,High
37107,NC,NA,Low
37109,NC,Lincoln,Medium
37111,NC,NA,Low
37113,NC,NA,Low
37115,NC,NA,Low
37117,NC,NA,Low
37119,NC,NA,Low
37121,NC,NA,Low
37123,NC,Montgomery,High
37125,NC,Moore,High
37127,NC,NA,Low
37129,NC,New Hanover,Medium
37131,NC,NA,Low
37133,NC,Onslow,High
37135,NC,NA,Low
37137,NC,Pamlico,High
37139,NC,NA,Low
37141,NC,Pender,High
37143,NC,NA,Low
37145,NC,NA,Low
37147,NC,NA,Low
37149,NC,NA,Low
37151,NC,NA,Low
37153,NC,Richmond,High
37155,NC,NA,Low
37157,NC,NA,Low
37159,NC,NA,Low
37161,NC,NA,Low
37163,NC,NA,Low
37165,NC,Scotland,High
37167,NC,NA,Low
37169,NC,NA,Low
37171,NC,NA,Low
37173,NC,NA,Low
37175,NC,NA,Low
37177,NC,Tyrrell,Medium
37179,NC,NA,Low
37181,NC,NA,Low
37183,NC,NA,Low
37185,NC,Warren,Medium
37187,NC,NA,Low
37189,NC,NA,Low
37191,NC,NA,Low
37193,NC,NA,Low
37195,NC,NA,Low
37197,NC,NA,Low
37199,NC,NA,Low
38001,ND,NA,Low
38003,ND,NA,Low
38005,ND,NA,Low
38007,ND,NA,Low
38009,ND,NA,Low
38011,ND,NA,Low
38013,ND,NA,Low
38015,ND,NA,Low
38017,ND,NA,Low
38019,ND,NA,Low
38021,ND,NA,Low
38023,ND,NA,Low
38025,ND,NA,Low
38027,ND,NA,Low
38029,ND,NA,Low
38031,ND,NA,Low
38033,ND,NA,Low
38035,ND,NA,Low
38037,ND,NA,Low
38039,ND,NA,Low
38041,ND,NA,Low
38043,ND,NA,Low
38045,ND,NA,Low
38047,ND,NA,Low
38049,ND,NA,Low
38051,ND,NA,Low
38053,ND,NA,Low
38055,ND,NA,Low
38057,ND,NA,Low
38059,ND,NA,Low
38061,ND,NA,Low
38063,ND,NA,Low
38065,ND,NA,Low
38067,ND,NA,Low
38069,ND,NA,Low
38071,ND,NA,Low
38073,ND,NA,Low
38075,ND,NA,Low
38077,ND,NA,Low
38079,ND,NA,Low
38081,ND,NA,Low
38083,ND,NA,Low
38085,ND,Sioux,Medium
38087,ND,NA,Low
38089,ND,NA,Low
38091,ND,NA,Low
38093,ND,NA,Low
38095,ND,NA,Low
38097,ND,NA,Low
38099,ND,NA,Low
38101,ND,NA,Low
38103,ND,NA,Low
38105,ND,NA,Low
39001,OH,NA,Low
39003,OH,NA,Low
39005,OH,NA,Low
39007,OH,NA,Low
39009,OH,NA,Low
39011,OH,NA,Low
39013,OH,NA,Low
39015,OH,NA,Low
39017,OH,NA,Low
39019,OH,NA,Low
39021,OH,NA,Low
39023,OH,NA,Low
39025,OH,NA,Low
39027,OH,NA,Low
39029,OH,NA,Low
39031,OH,NA,Low
39033,OH,NA,Low
39035,OH,NA,Low
39037,OH,NA,Low
39039,OH,NA,Low
39041,OH,NA,Low
39043,OH,NA,Low
39045,OH,NA,Low
39047,OH,NA,Low
39049,OH,NA,Low
39051,OH,NA,Low
39053,OH,NA,Low
39055,OH,NA,Low
39057,OH,NA,Low
39059,OH,NA,Low
39061,OH,NA,Low
39063,OH,NA,Low
39065,OH,NA,Low
39067,OH,NA,Low
39069,OH,NA,Low
39071,OH,NA,Low
39073,OH,NA,Low
39075,OH,NA,Low
39077,OH,NA,Low
39079,OH,NA,Low
39081,OH,NA,Low
39083,OH,NA,Low
39085,OH,NA,Low
39087,OH,NA,Low
39089,OH,NA,Low
39091,OH,NA,Low
39093,OH,NA,Low
39095,OH,NA,Low
39097,OH,NA,Low
39099,OH,NA,Low
39101,OH,NA,Low
39103,OH,NA,Low
39105,OH,NA,Low
39107,OH,NA,Low
39109,OH,NA,Low
39111,OH,NA,Low
39113,OH,NA,Low
39115,OH,NA,Low
39117,OH,NA,Low
39119,OH,NA,Low
39121,OH,NA,Low
39123,OH,NA,Low
39125,OH,NA,Low
39127,OH,NA,Low
39129,OH,NA,Low
39131,OH,NA,Low
39133,OH,NA,Low
39135,OH,NA,Low
39137,OH,NA,Low
39139,OH,NA,Low
39141,OH,NA,Low
39143,OH,NA,Low
39145,OH,NA,Low
39147,OH,NA,Low
39149,OH,NA,Low
39151,OH,NA,Low
39153,OH,NA,Low
39155,OH,NA,Low
39157,OH,NA,Low
39159,OH,NA,Low
39161,OH,NA,Low
39163,OH,NA,Low
39165,OH,NA,Low
39167,OH,NA,Low
39169,OH,NA,Low
39171,OH,NA,Low
39173,OH,NA,Low
39175,OH,NA,Low
40001,OK,Adair,High
40003,OK,NA,Low
40005,OK,Atoka,Medium
40007,OK,NA,Low
40009,OK,NA,Low
40011,OK,NA,Low
40013,OK,NA,Low
40015,OK,NA,Low
40017,OK,NA,Low
40019,OK,NA,Low
40021,OK,Cherokee,Medium
40023,OK,Choctaw,Medium
40025,OK,NA,Low
40027,OK,NA,Low
40029,OK,Coal,Medium
40031,OK,NA,Low
40033,OK,NA,Low
40035,OK,NA,Low
40037,OK,NA,Low
40039,OK,NA,Low
40041,OK,Delaware,Medium
40043,OK,NA,Low
40045,OK,NA,Low
40047,OK,NA,Low
40049,OK,NA,Low
40051,OK,NA,Low
40053,OK,NA,Low
40055,OK,NA,Low
40057,OK,NA,Low
40059,OK,Harper,High
40061,OK,Haskell,Medium
40063,OK,NA,Low
40065,OK,NA,Low
40067,OK,NA,Low
40069,OK,NA,Low
40071,OK,NA,Low
40073,OK,NA,Low
40075,OK,NA,Low
40077,OK,Latimer,Medium
40079,OK,Le Flore,Medium
40081,OK,Lincoln,Medium
40083,OK,NA,Low
40085,OK,NA,Low
40087,OK,NA,Low
40089,OK,McCurtain,Medium
40091,OK,NA,Low
40093,OK,NA,Low
40095,OK,NA,Low
40097,OK,Mayes,Medium
40099,OK,NA,Low
40101,OK,Muskogee,Medium
40103,OK,NA,Low
40105,OK,Nowata,Medium
40107,OK,Okfuskee,Medium
40109,OK,NA,Low
40111,OK,Okmulgee,Medium
40113,OK,Osage,Medium
40115,OK,NA,Low
40117,OK,Pawnee,Medium
40119,OK,Payne,Medium
40121,OK,Pittsburg,Medium
40123,OK,NA,Low
40125,OK,Pottawatomie,Medium
40127,OK,Pushmataha,Medium
40129,OK,Roger Mills,Medium
40131,OK,Rogers,Medium
40133,OK,Seminole,Medium
40135,OK,Sequoyah,Medium
40137,OK,NA,Low
40139,OK,NA,Low
40141,OK,NA,Low
40143,OK,NA,Low
40145,OK,NA,Low
40147,OK,Washington,Medium
40149,OK,NA,Low
40151,OK,Woods,Medium
40153,OK,NA,Low
41001,OR,Baker,High
41003,OR,NA,Low
41005,OR,Clackamas,High
41007,OR,NA,Low
41009,OR,NA,Low
41011,OR,NA,Low
41013,OR,Crook,High
41015,OR,Curry,High
41017,OR,Deschutes,High
41019,OR,Douglas,High
